title;totalScore;reviewsCount;street;city;state;countryCode;website;phone;categories/0;categories/1;categories/2;categories/3;categories/4;categories/5;categories/6;categories/7;categories/8;categories/9;url;categoryName;;;;;
Primestore (PRMSTR);4.6;24;Jl. Gelatik Dalam No.83A, RT.03/RW.06;Kota Bandung;Jawa Barat;ID;;+62 877-7802-1887;Toko Pakaian Pria;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Primestore%20(PRMSTR)&query_place_id=ChIJ7RPzLa3naC4Rl9dEZUWvh3A;Toko Pakaian Pria;;;;;
Cargo Factory Outlet;4.3;1675;Jl. Diponegoro No.30;Kota Bandung;Jawa Barat;ID;;;Toko outlet;Toko Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cargo%20Factory%20Outlet&query_place_id=ChIJqfK0b7PnaC4R8g6sYJEgxIE;Toko outlet;;;;;
Gomuda Knitwear Bandung;5;180;Jl. Jurang No.103;Kota Bandung;Jawa Barat;ID;https://gomuda.id/;+62 813-2258-4740;Toko Pakaian Pria;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Gomuda%20Knitwear%20Bandung&query_place_id=ChIJiRtXMh_naC4RTLx9wOGIRs8;Toko Pakaian Pria;;;;;
Human Greatness Labs;4.3;121;Jl. Hasanudin No.9;Kota Bandung;Jawa Barat;ID;https://www.hgbasiclabs.com/;+62 821-2661-0201;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Human%20Greatness%20Labs&query_place_id=ChIJsT5Nl33naC4RoRiBj_q6R84;Toko Pakaian;;;;;
EGAROCK - Toko Merchandise Band Bandung;;;Jl. Cibarengkok No.31;Kota Bandung;Jawa Barat;ID;;+62 819-0772-6469;Toko Kaos;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EGAROCK%20-%20Toko%20Merchandise%20Band%20Bandung&query_place_id=ChIJwyuY_lHnaC4RpsmU5Kilc5I;Toko Kaos;;;;;
District stuff;2.8;9;Gg. Sukaasih No.161, RT.05/RW.10;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/districtstuff.co;+62 852-9417-9365;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=District%20stuff&query_place_id=ChIJlbgxBKblaC4RZu6CM9ocM78;Toko Pakaian;;;;;
Twig House;4.4;367;Jl. Sukajadi No.127;Kota Bandung;Jawa Barat;ID;http://www.twighouse.co.id/;+62 22 2037700;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Twig%20House&query_place_id=ChIJYepqjmDmaC4RzPfSxCHqMb4;Toko Pakaian;;;;;
Flashyshop Bandung;4.5;162;Jl. Dipati Ukur No.1;Kota Bandung;Jawa Barat;ID;http://www.flashyshop.com/;+62 22 2508393;Toko Pakaian Wanita;Toko Pakaian;Toko Aksesori Pakaian;;;;;;;;https://www.google.com/maps/search/?api=1&query=Flashyshop%20Bandung&query_place_id=ChIJh7i-FFTmaC4R8FK506dtQi8;Toko Pakaian Wanita;;;;;
Karma Oleh Oleh Bandung;4.9;1254;Jl. Dr. Setiabudi No.353;Kota Bandung;Jawa Barat;ID;;+62 811-2226-0333;Toko Kaos;Toko Tas;Toko Pakaian Pantai;Toko Kue;Toko Pakaian Anak;Toko Pakaian;Kedai Kopi;Toko Kerajinan Tangan;Toko Suvenir;;https://www.google.com/maps/search/?api=1&query=Karma%20Oleh%20Oleh%20Bandung&query_place_id=ChIJswQB6YvhaC4RjMafls9C5i4;Toko Kaos;;;;;
bakershop bandung;4.5;2;Jl. Cibogo No.65;Kota Bandung;Jawa Barat;ID;http://linktr.ee/bakershop.bdg;+62 896-2851-7029;Toko Pakaian Pria;Grosir Kain;;;;;;;;;https://www.google.com/maps/search/?api=1&query=bakershop%20bandung&query_place_id=ChIJ3XcIdLfnaC4R6vJuqBael8g;Toko Pakaian Pria;;;;;
Yen's Baby & Kid Shop;4.6;3372;Jl. Dr. Setiabudi No.174;Kota Bandung;Jawa Barat;ID;http://www.yens.info/;+62 22 2038536;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Yen's%20Baby%20%26%20Kid%20Shop&query_place_id=ChIJ8eZWqNXlaC4Rca0AaqeNsq0;Toko Pakaian Anak;;;;;
Episode Fashion House;4.4;1040;Jl. Ir. H. Juanda No.125;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/episode_fo?igsh=MTh0NXg2NTFlYTltaQ==;+62 22 2501515;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Episode%20Fashion%20House&query_place_id=ChIJM4sj1lbmaC4Rp4OFY_eg_WQ;Toko Pakaian;;;;;
baju murah bandung;4.4;7;Cirapuhan no.39 rt.07 rw.01 Dago Atas Bandung;Kota Bandung;Jawa Barat;ID;http://bajumurahbandung313.blogspot.co.id/;+62 857-0344-7726;Pemasok kulit kayu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=baju%20murah%20bandung&query_place_id=ChIJy6qqqvvmaC4R0NDoAQIvtsM;Pemasok kulit kayu;;;;;
Pakaian Cimol Murah berkualitas;5;2;Kios Sebelas Cimol, Jl. Raya Cimindi Jl. Karya No.11;Kota Bandung;Jawa Barat;ID;;+62 813-9453-6162;Toko Pakaian Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pakaian%20Cimol%20Murah%20berkualitas&query_place_id=ChIJQfpTnfvlaC4RL4YPH7xEpl0;Toko Pakaian Bekas;;;;;
Anakecil Factory Outlet;4.5;1747;Jalan Hayam wuruk No.32 Citarum Bandung Wetan;Kota Bandung;Jawa Barat;ID;;+62 22 4203413;Toko Pakaian Anak;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Anakecil%20Factory%20Outlet&query_place_id=ChIJdwXxC0vmaC4R29VRy9j4SJ8;Toko Pakaian Anak;;;;;
Grosir Baju;5;1;Jl. Prof. drg. Soeria Soemantri No.1;Kota Bandung;Jawa Barat;ID;;+62 813-9578-0533;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20Baju&query_place_id=ChIJXzRtPHzmaC4R8eAibEmIZHg;Toko Pakaian;;;;;
BAIQ MARKET BANDUNG;4.4;400;Jl. Ciumbuleuit No.108;Kota Bandung;Jawa Barat;ID;;+62 838-6532-0793;Toko Pakaian;Toko Aksesori Pakaian;Toko Tas Tangan;;;;;;;;https://www.google.com/maps/search/?api=1&query=BAIQ%20MARKET%20BANDUNG&query_place_id=ChIJEWJpy8bnaC4RrpBbsoEcPZc;Toko Pakaian;;;;;
adindasecondstore - Jual Thrift Sweater & Crewneck Murah di Bandung;5;4;Jl. Terusan Megasari No.8 Sukaraja Bandung (dekat landasan husein sastranegara;Kota Bandung;Jawa Barat;ID;https://adindasecondstore.blogspot.com/;+62 838-9320-8850;Toko Pakaian Bekas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=adindasecondstore%20-%20Jual%20Thrift%20Sweater%20%26%20Crewneck%20Murah%20di%20Bandung&query_place_id=ChIJKx80m-XlaC4R12HI256SNuw;Toko Pakaian Bekas;;;;;
EUY Kaos Bandung (STORE);4.4;35;Jl. Ir. H. Juanda No.85 - 87;Kota Bandung;Jawa Barat;ID;;+62 823-1805-6499;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EUY%20Kaos%20Bandung%20(STORE)&query_place_id=ChIJW4rq90voaC4RcjXDMy63Ihc;Toko Pakaian;;;;;
Blossom;4.3;1496;Jl. Ir. H. Juanda No.112;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/blossombdg?igsh=MTh2OGRxbXFtODQ4aw==;+62 22 2503822;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Blossom&query_place_id=ChIJIS1ZMlHmaC4Rb5Ju4lkY9q4;Toko Pakaian;;;;;
Hatta 17;4.7;46;Jl. Dr. Hatta No.17;Kota Bandung;Jawa Barat;ID;;+62 812-2078-7980;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hatta%2017&query_place_id=ChIJd7v6xQPnaC4RiQa66bv8z6E;Toko Pakaian;;;;;
Grosir baju | Rise Factory Outlet;5;16;Jl. Sarimanah No.32;Kota Bandung;Jawa Barat;ID;;+62 821-1113-1558;Toko Pakaian Wanita;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Grosir%20baju%20%7C%20Rise%20Factory%20Outlet&query_place_id=ChIJ1RydH0fnaC4RoPfMxmHrTIM;Toko Pakaian Wanita;;;;;
TikDuk Outdoor Rental Camping;5;51;Jl. Anggaran I No.39;Kota Bandung;Jawa Barat;ID;;+62 857-5967-7264;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=TikDuk%20Outdoor%20Rental%20Camping&query_place_id=ChIJLWv37lvpaC4RS2AObQ7vySc;Toko Olahraga Luar Ruangan;;;;;
Rumah Mode Factory Outlet;4.5;20473;Jl. Dr. Setiabudi No.41;Kota Bandung;Jawa Barat;ID;https://linktr.ee/rumahmodeofficial?fbclid=PAAaZLaqFEICNopC5954lQRqghBr_bBXVMDntsXl1sIyLGPT5QodxpPRBntBA;+62 22 2033031;Toko outlet;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rumah%20Mode%20Factory%20Outlet&query_place_id=ChIJrRMIlJXmaC4RgxNX30glEFU;Toko outlet;;;;;
ALPEN OUTDOOR GEAR RENT;4.9;79;4J49+CQG, Gg. I Jl. Haurmekar No.A5, RT.01/RW.01;Kota Bandung;Jawa Barat;ID;;+62 821-2797-2299;Toko Alat-alat Perkemahan;Layanan Sewa Tenda;Layanan Rental Alat;;;;;;;;https://www.google.com/maps/search/?api=1&query=ALPEN%20OUTDOOR%20GEAR%20RENT&query_place_id=ChIJbwtnGlPmaC4RJbDGeeOBiNc;Toko Alat-alat Perkemahan;;;;;
Egi Outdoor;5;11;Jl. Surapati No.121;Kota Bandung;Jawa Barat;ID;;+62 822-1147-8843;Toko bahan makanan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Egi%20Outdoor&query_place_id=ChIJfwlFSrLnaC4RHLNKzFHVg7E;Toko bahan makanan;;;;;
Binary Outdoor;5;31;Gg. Perikanan 2 No.68, RT.2/RW.5;Kota Bandung;Jawa Barat;ID;http://binaryoutdoor.com/;+62 821-1662-2724;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Binary%20Outdoor&query_place_id=ChIJoXn2ssvpaC4R4T4VHH91Pn0;Toko Olahraga Luar Ruangan;;;;;
EIGER Adventure Store Ujung Berung Bandung;4.6;669;Jl. AH. Nasution No.283;Kota Bandung;Jawa Barat;ID;;+62 22 87884587;Toko Pakaian dan Peralatan Luar Ruangan;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=EIGER%20Adventure%20Store%20Ujung%20Berung%20Bandung&query_place_id=ChIJ_R072i_daC4RZ0M5Vc5o0sw;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
Alpina Outdoor Equipment;4.6;186;Jl. Alpina No.1;Kota Bandung;Jawa Barat;ID;;+62 851-6155-1885;Toko Perlengkapan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Alpina%20Outdoor%20Equipment&query_place_id=ChIJF9JGB_vmaC4Rn8KpQpXeO1M;Toko Perlengkapan Olahraga;;;;;
Kawani Sarana Petualang;4.5;1238;Jl. Dr. Otten No.9;Kota Bandung;Jawa Barat;ID;;+62 22 4209291;Toko Olahraga Luar Ruangan;Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kawani%20Sarana%20Petualang&query_place_id=ChIJtT7_hkHmaC4Rk2rcei8Zw2A;Toko Olahraga Luar Ruangan;;;;;
Bougenville Outdoor;4.6;189;Jl. Bojong Koneng No.24;Kota Bandung;Jawa Barat;ID;http://bougenvilleoutdoor.com/;+62 896-6036-1569;Toko;Layanan Rental Alat;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Bougenville%20Outdoor&query_place_id=ChIJEzjx7KLnaC4R1kRuCNePhqg;Toko;;;;;
Southwind Outdoor Store & Camping Rental;4.9;97;Jl. Kampus IV No.30;Kota Bandung;Jawa Barat;ID;;+62 899-7156-111;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Southwind%20Outdoor%20Store%20%26%20Camping%20Rental&query_place_id=ChIJR-6_OuLnaC4Rq3EOX4iHJHw;Toko Olahraga Luar Ruangan;;;;;
Lamping Adventure;sewa dan jual peralatan camping dan kegiatan outdoor lainya;4.8;32;Jl. Komp. Mega Brata;Kota Bandung;Jawa Barat;ID;http://www.instagram.com/lamping_adventure;+62 813-9906-9342;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Lamping%20Adventure%2Csewa%20dan%20jual%20peralatan%20camping%20dan%20kegiatan%20outdoor%20lainya&query_place_id=ChIJQYm3Cm3paC4RA-b_2ulvGt4;Toko Olahraga Luar Ruangan;;;;
Jayagiri Outdoors Vanguard;4.5;100;Jl. Terusan Buah Batu No.255 A;Kota Bandung;Jawa Barat;ID;http://www.jayagirioutdoor.com/;+62 852-2167-1981;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jayagiri%20Outdoors%20Vanguard&query_place_id=ChIJafPXeEboaC4RJ6EpdFPntCk;Toko Olahraga Luar Ruangan;;;;;
Cleo Outdoor Bandung;4.9;858;Kampung Babakan Cimekar Rt.03 Rw.15 Kelurahan;Kabupaten Bandung;Jawa Barat;ID;;+62 838-2727-7821;Toko Pakaian dan Peralatan Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Cleo%20Outdoor%20Bandung&query_place_id=ChIJITtLPXnDaC4RN295BsHGD30;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
Oase Outdoor Bandung (Toko Peralatan Camping & Sewa);4.9;54;Jl. Terusan Buah Batu No.161;Kota Bandung;Jawa Barat;ID;https://shopee.co.id/oase_outdoor_bandung?smtt=0.0.9;+62 813-2170-4210;Toko Alat-alat Perkemahan;Toko Tas;Toko Pakaian Pria;Toko Sepatu;Toko Pakaian Olahraga;Toko Pakaian Wanita;Toko Pakaian Remaja;;;;https://www.google.com/maps/search/?api=1&query=Oase%20Outdoor%20Bandung%20(Toko%20Peralatan%20Camping%20%26%20Sewa)&query_place_id=ChIJYfM8sQrpaC4RINUigQldDPA;Toko Alat-alat Perkemahan;;;;;
Samagaha Outdoor Shop;4.6;1082;Jl. Cikutra Barat No.100;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/samagaha_outdoor/;+62 812-1477-70999;Toko Olahraga Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Samagaha%20Outdoor%20Shop&query_place_id=ChIJvwzCzq7naC4RMvgGqcfS2GI;Toko Olahraga Luar Ruangan;;;;;
Yu O-Shop Outdoor Gear 1st;4.8;14;Jl. Teratai I No.37;Kota Bandung;Jawa Barat;ID;https://www.bukalapak.com/aldi_yushop;+62 878-2555-7215;Toko;Pemasok Perlengkapan Toko;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Yu%20O-Shop%20Outdoor%20Gear%201st&query_place_id=ChIJ1yxVCN3CaC4RxR2bPUBmbF0;Toko;;;;;
Perlengkapan Outdoor Ardor;3;2;Kp.Cigupakan no3 Rt4 Rw8;Kota Bandung;Jawa Barat;ID;;+62 813-2053-8467;Toko Pakaian dan Peralatan Luar Ruangan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Perlengkapan%20Outdoor%20Ardor&query_place_id=ChIJL_ky6ifdaC4R539kmUO24rY;Toko Pakaian dan Peralatan Luar Ruangan;;;;;
347 Store (UNKL347 Headquarters);4.6;953;Jl. Trunojoyo No.4;Kota Bandung;Jawa Barat;ID;https://unkl347.com/;+62 22 4200515;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=347%20Store%20(UNKL347%20Headquarters)&query_place_id=ChIJg-QFG0nmaC4RZsqj3gmbt5Q;Toko Pakaian;;;;;
Sch Sultan Agung;4.5;1142;Jl. Sultan Agung No.3;Kota Bandung;Jawa Barat;ID;https://schofficial.com/en;+62 22 4265105;Toko Pakaian;Toko Pakaian Anak;Toko Pakaian Pria;Toko Pakaian Wanita;;;;;;;https://www.google.com/maps/search/?api=1&query=Sch%20Sultan%20Agung&query_place_id=ChIJ59EhSUjmaC4RkFb_JhwJD68;Toko Pakaian;;;;;
Kaos Distro Bandung;4;1;Brigjen Katamso akur 10, Jl. Muararajeun Baru;Kota Bandung;Jawa Barat;ID;;+62 856-2409-1941;Perancang busana;Layanan Distribusi;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Kaos%20Distro%20Bandung&query_place_id=ChIJgzq_DLfnaC4RaCn7jBbapxM;Perancang busana;;;;;
Brightside Street Market;4.8;114;Brightside Street Market, Jl. Sultan Agung No.27;Kota Bandung;Jawa Barat;ID;;;Pusat Perbelanjaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Brightside%20Street%20Market&query_place_id=ChIJiW9tJE_naC4RMhGk49SrN2g;Pusat Perbelanjaan;;;;;
Unity Dept Store;5;3;Jl. Sultan Agung No.11;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/unity_dept?igsh=YTNzaHU4anc5bzln&utm_source=qr;+62 858-9350-8754;Toko Pakaian Pria;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Unity%20Dept%20Store&query_place_id=ChIJlShRWgDnaC4RGW-8coOxOKA;Toko Pakaian Pria;;;;;
KYKIWW OUTDOOR;4.6;65;Jl. Nagrog 2 No.145, RT.03/RW.08;Kota Bandung;Jawa Barat;ID;;+62 888-0183-5438;Toko Alat-alat Perkemahan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=KYKIWW%20OUTDOOR&query_place_id=ChIJTd7AWxjdaC4R3uHE1QrpPWQ;Toko Alat-alat Perkemahan;;;;;
FIRSTSTORY DISTRO (Jual baju distro original Bandung);5;1;Plaza Parahyangan, Jl. Dalem Kaum;Kota Bandung;Jawa Barat;ID;;+62 857-9506-0393;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=FIRSTSTORY%20DISTRO%20(Jual%20baju%20distro%20original%20Bandung)&query_place_id=ChIJSfEMmIrnaC4RJPYCMicVSaQ;Toko Pakaian;;;;;
Dobujack Bandung Store Sultan;3.7;9;Jl. Sultan Agung No.5;Kota Bandung;Jawa Barat;ID;https://www.dobujack.id/;+62 22 63758244;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Dobujack%20Bandung%20Store%20Sultan&query_place_id=ChIJPzPD5zPnaC4RKk4G0hdJuII;Toko;;;;;
MEEDLE STORE BANDUNG;4.9;16;Jl. Sultan Agung No.3-5;Kota Bandung;Jawa Barat;ID;https://www.instagram.com/meedle.store?igsh=cGxsbmhxMzB3cXhu;+62 22 4213474;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=MEEDLE%20STORE%20BANDUNG&query_place_id=ChIJEcRNbO7naC4RHWxX8mx2Nrk;Toko Pakaian;;;;;
Rinzha Distro Store; Toko Baju Bandung;5;7;Jl. Gatot Subroto No.135;Kota Bandung;Jawa Barat;ID;https://neonboxbandung-rmg.com/;+62 859-2181-6669;Toko Pakaian Luar;Toko Lampu Neon;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Rinzha%20Distro%20Store%2C%20Toko%20Baju%20Bandung&query_place_id=ChIJRZWjW9PnaC4RxjOgMiHk6DE;Toko Pakaian Luar;;;;
Blackjack;4.5;21;Jl. Wira Angun Angun No.7;Kota Bandung;Jawa Barat;ID;http://www.bljk21.com/;+62 888-2397-824;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Blackjack&query_place_id=ChIJwRLdqUnmaC4RibaU5TsqIXI;Toko Pakaian;;;;;
Screamous;4.4;339;Jl. Geusan Ulun No.01;Kota Bandung;Jawa Barat;ID;http://www.screamous.com/;+62 22 4268116;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Screamous&query_place_id=ChIJMRr0-kjmaC4RG6esHStxPBc;Toko Pakaian;;;;;
Pusat Distro;4.7;66;Komplek Pertokoan Cicaheum Jalan Jendral Ahmad Yani No. 909 Cicaheum;Kota Bandung;Jawa Barat;ID;;+62 812-2481-6424;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Pusat%20Distro&query_place_id=ChIJ0UobOZLnaC4RADXJoUL3FdU;Toko Pakaian;;;;;
Crossover BDG Store;4.7;90;Jl. Terusan Jakarta No.137;Kota Bandung;Jawa Barat;ID;https://linktr.ee/crossoverbdg;+62 878-2545-3838;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Crossover%20BDG%20Store&query_place_id=ChIJeYIUlizkaC4R7F2pg9oG_Tg;Toko Pakaian;;;;;
Maternal Disaster Store Bandung;4.7;534;Jl. Wira Angun Angun No.4B;Kota Bandung;Jawa Barat;ID;http://maternaldisaster.com/;+62 821-3000-1985;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Maternal%20Disaster%20Store%20Bandung&query_place_id=ChIJX7ebE0nmaC4R38nhsi8QQ3E;Toko Pakaian;;;;;
Bloods Mainstore;4.6;18;Jl. Sultan Agung No.25;Kota Bandung;Jawa Barat;ID;http://www.bloods-industries.co/;;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Bloods%20Mainstore&query_place_id=ChIJixy2EHjnaC4RxyAzev4OZKw;Toko Pakaian;;;;;
motiviga store;4;19;Jl. Gatot Subroto No.230;Kota Bandung;Jawa Barat;ID;http://motivigaofficial.com/;+62 822-1385-7644;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=motiviga%20store&query_place_id=ChIJk5AWFXToaC4RLkzu5cz6p-U;Toko Tas;;;;;
Erni Mart ( warung sembako pasir Impun);;;Jl. Pasir Impun Jl. H. Umar, RT.007/RW.005;Kota Bandung;Jawa Barat;ID;;;Warung Makanan Kecil;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Erni%20Mart%20(%20warung%20sembako%20pasir%20Impun)&query_place_id=ChIJtxS8fAbdaC4RtHJ9EoAviGY;Warung Makanan Kecil;;;;;
Halcyon Outdoor;;;Surapati Core, Blok F27;Kota Bandung;Jawa Barat;ID;https://halcyonoutdoor.com/;;Toko Perlengkapan Olahraga;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Halcyon%20Outdoor&query_place_id=ChIJWz316UHnaC4RsDgUl549rTc;Toko Perlengkapan Olahraga;;;;;
SVGGEST Bags & Goods;4.8;53;Jl. Haruman No.7;Kota Bandung;Jawa Barat;ID;http://svggest.co/;+62 877-4623-9603;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SVGGEST%20Bags%20%26%20Goods&query_place_id=ChIJLyBErzLmaC4RNai1Z5nKkEA;Toko Pakaian;;;;;
House of Smith;4.6;907;Jl. Sultan Agung No.27;Kota Bandung;Jawa Barat;ID;http://houseofsmith.co.id/;+62 22 87804931;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=House%20of%20Smith&query_place_id=ChIJbY7OOkjmaC4RAgSJYd1Wkno;Toko Pakaian;;;;;
Screamous Shophouse;4.4;301;Jl. Trunojoyo No.23;Kota Bandung;Jawa Barat;ID;http://www.screamous.com/;+62 22 42690853;Toko Pakaian;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Screamous%20Shophouse&query_place_id=ChIJj5WaJEnmaC4R7qLSewYGWsg;Toko Pakaian;;;;;
Toko Tas Bintang;5;11;Jl. Pasar Selatan No.20;Kota Bandung;Jawa Barat;ID;;+62 822-1911-8883;Toko;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Toko%20Tas%20Bintang&query_place_id=ChIJu5sOWDvmaC4R95WDbdwTLYI;Toko;;;;;
SETELAN CAMO;;;Jalan Sinagalih, Jl. Sirnagalih XV No.25B;Kota Bandung;Jawa Barat;ID;;+62 899-5592-881;Toko Alat Berburu;Pusat Perbelanjaan;;;;;;;;;https://www.google.com/maps/search/?api=1&query=SETELAN%20CAMO&query_place_id=ChIJJyZ5DW3naC4RN5yHsZQ75XY;Toko Alat Berburu;;;;;
Tapaxco;4.2;17;Jl. Kembar Mas Selatan No.31;Kota Bandung;Jawa Barat;ID;http://shopee.co.id/tapaxco;+62 877-8266-5880;Kantor Perusahaan;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Tapaxco&query_place_id=ChIJO711pvHpaC4RPYpkF02y46k;Kantor Perusahaan;;;;;
Xstock Sneakers;4.5;11;Jl. Dipati Ukur No.26;Kota Bandung;Jawa Barat;ID;http://instagram.com/bts_xstock;+62 811-2096-688;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Xstock%20Sneakers&query_place_id=ChIJyzO5MJ_naC4Rho6gcPJs8-M;Toko Sepatu;;;;;
Jaya Aksesoris Tas Bandung;4.8;13;Jl. Karasak Utara IV No.53;Kota Bandung;Jawa Barat;ID;;+62 878-2114-6969;Toko Peralatan Jahit;Toko Pakaian;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Jaya%20Aksesoris%20Tas%20Bandung&query_place_id=ChIJncjLve3paC4RD1n93uyvyW8;Toko Peralatan Jahit;;;;;
Arkana Collection;5;1;Gg. Masjid I No.423;Kota Bandung;Jawa Barat;ID;;+62 857-2258-6608;Toko Tas;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Arkana%20Collection&query_place_id=ChIJmUpY0e7paC4RYUydig1KG2Q;Toko Tas;;;;;
Dusky Store;4.3;26;Jl. Dipati Ukur No.72;Kota Bandung;Jawa Barat;ID;;+62 813-7439-7655;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Dusky%20Store&query_place_id=ChIJgWdY1lXmaC4RO9PHtf4Xkos;Toko Sepatu;;;;;
Hoops Indonesia Paskal 23;4.8;267;Jalan Pasir Kaliki No. 25-27, Kebon Jeruk Cicendo, Andir #L2-46;Kota Bandung;Jawa Barat;ID;http://hoopsindonesia.co.id/;+62 858-7106-7757;Toko Sepatu;Toko Pakaian Olahraga;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Hoops%20Indonesia%20Paskal%2023&query_place_id=ChIJmU8HcjDnaC4R88ovNaY153A;Toko Sepatu;;;;;
VENUS OUTDOOR (RENTAL ALAT CAMPING BANDUNG);4.7;258;Jalan GUMURUH NO. 113 Gumuruh Batununggal;Kota Bandung;Jawa Barat;ID;;+62 823-1641-0813;Layanan Sewa Tenda;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=VENUS%20OUTDOOR%20(RENTAL%20ALAT%20CAMPING%20BANDUNG)&query_place_id=ChIJZyYX6m_oaC4RUL9TGiRnnpg;Layanan Sewa Tenda;;;;;
Bintang Sepatu;3.9;12;Jl. Gegerkalong Tengah No.28C;Kota Bandung;Jawa Barat;ID;http://shoplinks.to/411100706ItNn;+62 857-2296-9744;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Bintang%20Sepatu&query_place_id=ChIJz2mYBpbmaC4RD2mxqP2QKyU;Toko Sepatu;;;;;
Factory Outlet Tomkins;4.5;143;Jl. Gedebage Selatan No.95;Kota Bandung;Jawa Barat;ID;http://tomkins.id/;;Toko Sepatu;;;;;;;;;;https://www.google.com/maps/search/?api=1&query=Factory%20Outlet%20Tomkins&query_place_id=ChIJT5EsopXCaC4R0JGWCupWpMQ;Toko Sepatu;;;;;
