"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Bakso Sedjahtera Suci","4.9","1935","JL. PH. Hasan Mustapa (Suci) No. 51 Sadang Serang, Coblong","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Sedjahtera%20Suci&query_place_id=ChIJ53TxUwDnaC4RSUcC0rKpJXY","Restoran"
"BSA - BAKSO SEMAR ASLI, CIHAMPELAS","4.3","7898","Jl. Cihampelas No.68","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/baksosemarasli_id?igsh=d2VpZ3k5ejdhamJk","+62 22 4232589","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=BSA%20-%20BAKSO%20SEMAR%20ASLI%2C%20CIHAMPELAS&query_place_id=ChIJ4aqbDUTmaC4RTwKqpmMZmQ8","Restoran Bakso"
"Martabak Tik-Tok bandung Cikutra","4.5","8","Jl. Cikutra No.205","Kota Bandung","Jawa Barat","ID",,"+62 877-2849-4982","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Tik-Tok%20bandung%20Cikutra&query_place_id=ChIJ1XBV7E7naC4RKcjN-RM6oAw","Restoran Martabak"
"Bakso Mas Eko Maju","4.6","2419","Jl. Wastukencana No.103","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Mas%20Eko%20Maju&query_place_id=ChIJsRq74m_naC4Ry4Fl7fEusak","Restoran Bakso"
"Bakso "" Gagak "" Legenda","4.7","540","Jl. Gagak No.04","Kota Bandung","Jawa Barat","ID",,"+62 22 2506592","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20%22%20Gagak%20%22%20Legenda&query_place_id=ChIJY8nG8bLnaC4RmHNmsmFMdU4","Restoran Bakso"
"Baso Arief","4.5","1446","Jl. Wira Angun Angun No.18","Kota Bandung","Jawa Barat","ID",,"+62 898-0025-501","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Baso%20Arief&query_place_id=ChIJa0Y76BznaC4Rpe4ke1fw8KQ","Restoran Bakso"
"Dokter martabak","3.5","103","Jl. Cibarengkok No.4C","Kota Bandung","Jawa Barat","ID",,"+62 838-2994-8317","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dokter%20martabak&query_place_id=ChIJ90LAEI3naC4R44O657k7urU","Restoran Martabak"
"Martabak Pecenongan 78 Setiabudi","2.8","39","Jl. Dr. Setiabudi No.182","Kota Bandung","Jawa Barat","ID",,"+62 821-2955-8354","Toko Roti",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Pecenongan%2078%20Setiabudi&query_place_id=ChIJZeCzt93naC4RDTDnq4g_hMo","Toko Roti"
"Bakso Rusuk Samanhudi Dago","4.5","2109","Jl. Ir. H. Juanda No.342b","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/baksorusuksamanhudi","+62 812-2344-8400","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Rusuk%20Samanhudi%20Dago&query_place_id=ChIJ86yw3-LmaC4RZE-Djao_2pk","Restoran Bakso"
"Martabak Bang Bewo","4.6","12","Jl. Ir. H. Juanda No.284-285","Kota Bandung","Jawa Barat","ID",,"+62 813-2017-3711","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bang%20Bewo&query_place_id=ChIJwehUiPzmaC4RxB4XMxsASZY","Restoran"
"Marfee Setiabudi","4","10","Jl. Dr. Setiabudi No.111","Kota Bandung","Jawa Barat","ID",,"+62 812-2471-4667","Kafe","Kedai Hidangan Penutup",,,,,,,"https://www.google.com/maps/search/?api=1&query=Marfee%20Setiabudi&query_place_id=ChIJPwy-4uXnaC4RoJxBLCvqOgs","Kafe"
"MARTABAK JP","3.7","6","Jl. Titiran No.23Sadang","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MARTABAK%20JP&query_place_id=ChIJfeX3BQDnaC4RHPLIctJPoiQ","Restoran Martabak"
"Bakso Mawar Merona","4.7","2858","Jl. Cihampelas No.66","Kota Bandung","Jawa Barat","ID",,"+62 888-0978-3181","Restoran Bakso","Restoran Mie",,,,,,,"https://www.google.com/maps/search/?api=1&query=Bakso%20Mawar%20Merona&query_place_id=ChIJMyD5i9TnaC4RX56tnV9awX0","Restoran Bakso"
"Sate Madura Sukahaji","3.7","10","4HJP+H3Q, Jl. Sukahaji","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Sukahaji&query_place_id=ChIJ9UlVcennaC4RCOIUiBAkoK8","Restoran"
"Martabak Mantap 84","3.6","27",,"Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Mantap%2084&query_place_id=ChIJmY0C22rnaC4R9FVPZdGdaCM","Restoran Martabak"
"Sate Madura Daeng Bahrul","5","1","Jl. Dr. Setiabudi No.192-188","Kota Bandung","Jawa Barat","ID","https://spf.shopee.co.id/5VP6F9tCn2","+62 878-4803-7510","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Daeng%20Bahrul&query_place_id=ChIJSWjtSQDnaC4RdsQyzueTxRY","Restoran Sate"
"Sate Madura Hs, Sederhana","4.2","9","Jl. Sederhana No.31","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Hs%2C%20Sederhana&query_place_id=ChIJI0rokV3maC4R0cPrukal330","Restoran"
"Sate Madura Sersan","4.4","29","4HWR+CM3, Jl. Sersan Bajuri Dalam","Kota Bandung","Jawa Barat","ID",,"+62 878-2132-2874","Restoran Sate","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Sersan&query_place_id=ChIJI51VVTjnaC4RSur14ls1dlk","Restoran Sate"
"Martabak Kejora","4.4","49","Jl. Khp Hasan Mustopa No.129","Kota Bandung","Jawa Barat","ID",,"+62 857-2370-2993","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Kejora&query_place_id=ChIJya_x3gTnaC4RVbWrJd_94Rk","Restoran Martabak"
"Sate Madura Murah Meriah","4.6","45","Jl. Gegerkalong Hilir No.106a","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Murah%20Meriah&query_place_id=ChIJwylJkpfmaC4RES__um6j_e0","Restoran Sate"
"Mie kocok pak uhe",,,"Jl. Ciungwanara No.10","Kota Bandung","Jawa Barat","ID",,"+62 895-2676-4657","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20kocok%20pak%20uhe&query_place_id=ChIJ1z-OvvPnaC4R4o1_ckl3jdg","Restoran Mie"
"Sate Madura Karomah","3.3","125","Jl. Dr. Setiabudi No.133","Kota Bandung","Jawa Barat","ID",,"+62 877-7567-8811","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Karomah&query_place_id=ChIJVWqagHHnaC4RIiJ8Do9ua7o","Restoran Sate"
"Sate Tegal Marem","4.6","976","Jl. Dr. Setiabudi No.136","Kota Bandung","Jawa Barat","ID",,"+62 22 2032802","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Tegal%20Marem&query_place_id=ChIJQ7RcuPLmaC4RK2RdxFaB0rY","Restoran Sate"
"Mie Kocok 25","5","7","Jl. Dipati Ukur No.19","Kota Bandung","Jawa Barat","ID",,"+62 813-1695-668","Pujasera","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%2025&query_place_id=ChIJfwDzoSznaC4R-oUPYh7gQhk","Pujasera"
"Mie Kocok Kebon Jukut The Kiosk Cihampelas","3.8","4","Cihampelas Walk Lantai, Jl. Cihampelas No.160 SL 21","Kota Bandung","Jawa Barat","ID",,"+62 22 2061158","Restoran Mie","Restoran Bakso",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Kebon%20Jukut%20The%20Kiosk%20Cihampelas&query_place_id=ChIJCVaJxlvmaC4RVKsWskuMeV4","Restoran Mie"
"Bubur ayam & mie kocok paspud mang,uchay","5","1","depan mesjid alhidayah, Gg. Pancasila","Kota Bandung","Jawa Barat","ID",,"+62 857-5957-7338","Toko Makanan Sehat",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bubur%20ayam%20%26%20mie%20kocok%20paspud%20mang%2Cuchay&query_place_id=ChIJE1IbWO7naC4RN_c1SgBK6ZQ","Toko Makanan Sehat"
"TERAS MIE KOCOK BASO BU CUCU","4.7","7","Jl. Cibarengkok No.80","Kota Bandung","Jawa Barat","ID",,"+62 887-0631-0342","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=TERAS%20MIE%20KOCOK%20BASO%20BU%20CUCU&query_place_id=ChIJTyamFgbnaC4RsTy4WdVVpGg","Restoran Mie"
"Mie Kocok, Mie Ayam dan Mie Bakso (MIE BARAYA PASTEUR)","5","10","Gg. Cipedes Hegar 10 No.81, RT.7/RW.3","Kota Bandung","Jawa Barat","ID",,"+62 895-3740-88877","Restoran Mie","Restoran Bakso",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%2C%20Mie%20Ayam%20dan%20Mie%20Bakso%20(MIE%20BARAYA%20PASTEUR)&query_place_id=ChIJpSQQs5jnaC4RjUk62SwW0iQ","Restoran Mie"
"S-Nine (Seblak , Mie Kocok , Hotplate)","4.7","3","Jl. Pahlawan Foodlife No.17","Kota Bandung","Jawa Barat","ID",,"+62 821-1675-3352","Kafe","Restoran Mie","Restoran","Restoran seblak",,,,,"https://www.google.com/maps/search/?api=1&query=S-Nine%20(Seblak%20%2C%20Mie%20Kocok%20%2C%20Hotplate)&query_place_id=ChIJfV3PerrnaC4Rq7hCPYfLXKI","Kafe"
"Madame Sari Restaurant","4.5","1602","Jl. Ir. H. Juanda No.85","Kota Bandung","Jawa Barat","ID",,"+62 811-2222-3693","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Madame%20Sari%20Restaurant&query_place_id=ChIJj-uhrFHmaC4R1u4otaapK3Y","Restoran Indonesia"
"Mie kocok kang Heru","5","3","Jl. Baladewa Asri No.1c","Kota Bandung","Jawa Barat","ID",,"+62 857-7173-8756","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20kocok%20kang%20Heru&query_place_id=ChIJkZLJGgDnaC4R6Jw2frJBlJg","Dapur Umum"
"Mie Baso & Mie kocok kajojo1945","4.8","14","Jl. Pusdai","Kota Bandung","Jawa Barat","ID",,"+62 878-2131-7267","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Baso%20%26%20Mie%20kocok%20kajojo1945&query_place_id=ChIJcXWQTYDnaC4RmVEvactwGjQ","Restoran Mie"
"Mie Kocok dan Seblak Ceu idas","4.5","13","Gg. Pesantren Tengah No.123","Kota Bandung","Jawa Barat","ID",,"+62 856-4379-9929","Restoran","Restoran Mie","Restoran seblak",,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20dan%20Seblak%20Ceu%20idas&query_place_id=ChIJTbfzy_znaC4RMV4-kn4g734","Restoran"
"MIE KOCOK DEN BAGUS","4.9","9","Jl. Cipaganti No.75 G","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MIE%20KOCOK%20DEN%20BAGUS&query_place_id=ChIJlc9xfHnnaC4R5gU_rpP5j94","Restoran Mie"
"Mie Kocok Jayadi (asli kaki sapi)","5","4","Kuliner Gasibu Telkom atas, Gasibu","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Jayadi%20(asli%20kaki%20sapi)&query_place_id=ChIJG3SefADnaC4R3LCFh6bsXLQ","Kedai Sarapan & Makan Siang"
"Mie Kocok Abah Nana",,,"3JX3+VXC, Gg. Margalaksana","Kota Bandung","Jawa Barat","ID",,"+62 857-9507-7357","Dapur Umum",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Abah%20Nana&query_place_id=ChIJq_A5KgDnaC4Rlp8-V7xq4lA","Dapur Umum"
"Mie Kocok",,,"Jl. Sukajadi No.98","Kota Bandung","Jawa Barat","ID",,"","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok&query_place_id=ChIJC-FWu2DmaC4REdQ-G-LzbL4","Restoran Mie"
"Mie Kocok 31 Simpang Dago","5","1","Jl. Tubagus Ismail No.1","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%2031%20Simpang%20Dago&query_place_id=ChIJlTzJLAfnaC4R-LGFMayc74g","Kedai Kopi"
"Mie Kocok Iga","4.5","19","Jalan Karang Tineung No.3A,, Depan Hotel Karang Setra, Kantin Serdadu, Cipedes, Sukajadi","Kota Bandung","Jawa Barat","ID",,"+62 857-9414-5498","Restoran Mie","Restoran cepat saji",,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Iga&query_place_id=ChIJKT19dovmaC4R9PYcUjJDe74","Restoran Mie"
"ANGKRINGAN KIDO","5","5","Sebelum mall pvj, Jl. Sukajadi No.113","Kota Bandung","Jawa Barat","ID",,"+62 812-1483-4661","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ANGKRINGAN%20KIDO&query_place_id=ChIJJXKR8kjnaC4RfG_dOAJBkm8","Toko Makanan"
"Angkringan sableng","5","1","pasar cisangkuy","Kota Bandung","Jawa Barat","ID",,"+62 813-5382-3725","Kedai Kopi","Pasar Makanan Segar",,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20sableng&query_place_id=ChIJz0xRVsbnaC4RFPXDDucvGlQ","Kedai Kopi"
"Mie Kocok Udang","4.5","2","Jl. Cigadung Raya Timur No.42","Kota Bandung","Jawa Barat","ID",,"+62 812-2453-6629","Restoran Mie",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Kocok%20Udang&query_place_id=ChIJ70KVH6nnaC4RHjpqGL2VRbI","Restoran Mie"
"Angkringan 78","4.6","36","Jl. Bukit Raya No.293","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%2078&query_place_id=ChIJefqGy0XnaC4RWpAyo3emQBk","Restoran Indonesia"
"Angkringan Terserah 59","5","3","Jl. Pahlawan No.59","Kota Bandung","Jawa Barat","ID",,"+62 812-1263-7084","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Terserah%2059&query_place_id=ChIJE-ykxRfnaC4RerFa34levOs","Restoran Indonesia"
"Angkringan Bako","4.8","36",,"Kota Bandung","Jawa Barat","ID",,"+62 887-0786-3332","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Bako&query_place_id=ChIJ2f_vniThaC4R2Atk0euY87s","Restoran"
"Angkringan Nakula Sadewa 48","5","1","Jl. Bangbayang","Kota Bandung","Jawa Barat","ID","http://instagram.com/angkringan_nasa48","","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Nakula%20Sadewa%2048&query_place_id=ChIJ9y2c31PnaC4RL9asEWlWSRw","Kedai Kopi"
"Angkringan Nyi Iteung","4.9","8","JL. Pahlawan, Gang Senang Hati No.7","Kota Bandung","Jawa Barat","ID",,"","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Nyi%20Iteung&query_place_id=ChIJ32gEbaXnaC4R-I9NscT0TYI","Kafe"
"Angkringan Imeh - Durian Batox (D'tox)","4.8","8","Jl. Dr. Setiabudi No.189","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/angkringanimeh/","+62 857-2350-5055","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Imeh%20-%20Durian%20Batox%20(D'tox)&query_place_id=ChIJhYFSIb7maC4RqWJlbxcXrno","Kafe"
"Angkringan Sinta","5","4","Jl. Karang Tineung Indah No.1, RT.1/RW.1","Kota Bandung","Jawa Barat","ID",,"+62 888-0638-5860","Kafetaria",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Sinta&query_place_id=ChIJHb1vjD_naC4R3IXH2bQOUUc","Kafetaria"
"Angkringan Gatel (Gasibu Telkom)","5","2","Jl. Japati No.1","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Gatel%20(Gasibu%20Telkom)&query_place_id=ChIJiSj31dHnaC4RaoT6vMQNgLU","Restoran"
"Angkringan Bakso Bu Jack","4.5","2","Jl. Ahmad III No.262, RT.03/RW.6","Kota Bandung","Jawa Barat","ID",,"","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Bakso%20Bu%20Jack&query_place_id=ChIJHWFObmnnaC4RT1FieTzTT4A","Restoran Bakso"
"Angkringan teh Ajeng 89","5","3","Jl. Pasir Impun Atas No.104","Kota Bandung","Jawa Barat","ID",,"+62 896-7134-2480","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20teh%20Ajeng%2089&query_place_id=ChIJ83qHqaHdaC4R0DPZS5Rcu_c","Kafe"
"Manggih Angkringan","4.8","5","Jl. Pusdai Gg. Cihaurgeulis No.Samping","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Manggih%20Angkringan&query_place_id=ChIJa7kE7jXnaC4RFafqvazlUZw","Restoran Indonesia"
"MARTABAK PECENONGAN 78 1960","2.4","20","4J68+G9W, Jl. Dipati Ukur","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MARTABAK%20PECENONGAN%2078%201960&query_place_id=ChIJ8ZJsav_naC4RfBfZ_TMbcF8","Restoran"
"Martabak Boga Rasa 2 & Rai Raka 88","4.7","12","Jl. Cicabe, RT.03/RW.03","Kota Bandung","Jawa Barat","ID",,"","Toko Makanan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Boga%20Rasa%202%20%26%20Rai%20Raka%2088&query_place_id=ChIJs6enT6XnaC4RoU9zJrBpQt8","Toko Makanan"
"Martabak Royil ( Sok Titikan Ajig )","5","2","Jl. Dr. Setiabudi No.135","Kota Bandung","Jawa Barat","ID",,"+62 815-7238-8300","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Royil%20(%20Sok%20Titikan%20Ajig%20)&query_place_id=ChIJnVrhltTnaC4RVmtlobnkhFI","Restoran Martabak"
"Angkringan Sunda","4.5","13","Jl. Tubagus Ismail No.79","Kota Bandung","Jawa Barat","ID",,"+62 812-1466-5328","Restoran Sunda","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Angkringan%20Sunda&query_place_id=ChIJv_RmL6znaC4RxbTbESRL-3k","Restoran Sunda"
"Martabak Ago Bangka","4.8","16","samping dolarasia, Jl. Pasir Kaliki No.239","Kota Bandung","Jawa Barat","ID",,"+62 812-2027-5923","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Ago%20Bangka&query_place_id=ChIJqydp8GfmaC4RNlCDkaU28LE","Restoran Martabak"
"Martabak Jagung Cornelia","4.4","41","Jl. Gegerkalong Hilir No.23","Kota Bandung","Jawa Barat","ID",,"+62 816-603-336","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Jagung%20Cornelia&query_place_id=ChIJqao-gpbmaC4R2AYNgAGe_uI","Restoran Martabak"
"Martabak Telor Mini Mandalika","5","8","Jl. Pak Gatot Raya","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/martabak.mandalika?igsh=djQ3Mmhrczk3amZw","","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Telor%20Mini%20Mandalika&query_place_id=ChIJ2fuQVgDnaC4Rr5rqegWKVKE","Restoran"
"Martabak SILEGIT Dago Pojok","4.6","10","Jl. Ir. H. Juanda No.351a","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20SILEGIT%20Dago%20Pojok&query_place_id=ChIJkQPqhIXnaC4R8R78ar7XoxI","Restoran Martabak"
"Martabak Al Yaman","4.5","51","Jl. Sersan Bajuri No.25","Kota Bandung","Jawa Barat","ID",,"+62 852-2547-8689","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Al%20Yaman&query_place_id=ChIJ9aJVTrfmaC4RNQQ4idWah60","Restoran Martabak"
"Martabak Royal Jaya","4.4","278","Jl. Gegerkalong Hilir No.56","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Royal%20Jaya&query_place_id=ChIJ5bOkq5fmaC4RDRJ4fTKwnhQ","Restoran Martabak"
"Sate Madura CAK IPUN","5","1","3JVP+XVM, Gg. Bunga VII. Jl. Sukarasa, RT.02/RW.12","Kota Bandung","Jawa Barat","ID",,"+62 819-9969-4122","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20CAK%20IPUN&query_place_id=ChIJewcHGwDnaC4RNnSwMxHkUPE","Restoran Sate"
"Soto Mascuy Khas Madura","4.7","72","Jl. Sekeloa Utara No.82","Kota Bandung","Jawa Barat","ID",,"+62 852-2220-8161","Restoran Sate","Restoran soto",,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Mascuy%20Khas%20Madura&query_place_id=ChIJ7S6Nfv_maC4Rekr4MxF9e4U","Restoran Sate"
"Martabak Yaman","4.4","26","4J86+RF8, Jl. Cisitu Lama","Kota Bandung","Jawa Barat","ID",,"","Restoran Martabak","Pujasera",,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Yaman&query_place_id=ChIJCykav_nmaC4Rz0r1CdOccW0","Restoran Martabak"
"MARTABAK MAS ROHIMAN","4.3","38","4J2F+Q6W","Kota Bandung","Jawa Barat","ID",,"+62 895-0305-2319","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MARTABAK%20MAS%20ROHIMAN&query_place_id=ChIJ_7j_o3HnaC4RFW3SZD_e6j8","Restoran Martabak"
"Project Martabak","5","12","Jl. Ir. H. Juanda No.354","Kota Bandung","Jawa Barat","ID",,"+62 852-2222-5079","Restoran",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Project%20Martabak&query_place_id=ChIJp7iJv3vbaC4RatPdrNH1jSM","Restoran"
"Roti Bakar & Martabak Mr.chj, Sukahaji","4.8","40","Jl. Sukahaji No.16","Kota Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roti%20Bakar%20%26%20Martabak%20Mr.chj%2C%20Sukahaji&query_place_id=ChIJ7Qgx9J3naC4R41qPGPuwB-s","Toko Roti"
"Martabak mertua setiabudi","4.3","66","Jl. Dr. Setiabudi No.129b","Kota Bandung","Jawa Barat","ID",,"+62 811-2292-961","Toko Makanan Sehat","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20mertua%20setiabudi&query_place_id=ChIJnR9nQJTmaC4RsSzCelhFYoo","Toko Makanan Sehat"
"Martabak Bangka Aspol Sukajadi","3.9","92","Jl. Sukagalih No.52-16","Kota Bandung","Jawa Barat","ID",,"","Toko Roti",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Martabak%20Bangka%20Aspol%20Sukajadi&query_place_id=ChIJ9c8kspPnaC4RAiiqj6Nn0mQ","Toko Roti"
"Sate Ayam dan Kambing Madura Asli","5","3","Jl. Cihampelas No.728","Kota Bandung","Jawa Barat","ID",,"","Restoran Asia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Ayam%20dan%20Kambing%20Madura%20Asli&query_place_id=ChIJI10PME7naC4RNHmg09efBfA","Restoran Asia"
"Sate Madura Itenas","2.8","19","4J2P+MCM, Jl. Khp Hasan Mustopa Sebrang","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Itenas&query_place_id=ChIJXc-mlkTnaC4Rx1ISKXCSOmI","Restoran Sate"
"Sate Madura Cak Masiri","4.7","177","Jl. Kembang Sapatu","Kota Bandung","Jawa Barat","ID",,"+62 819-1021-4242","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Cak%20Masiri&query_place_id=ChIJeeq2X9LnaC4RR2VV5LANMhc","Restoran Sate"
"Sate Madura H. Jungkir","3.7","18","4J35+VMV","Kota Bandung","Jawa Barat","ID",,"+62 895-3313-76908","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20H.%20Jungkir&query_place_id=ChIJt0uCANjnaC4R9Nq2H2j4iYY","Restoran Sate"
"Sate Madura Cap Noni","4.8","6","4J2F+P62, Jl. Tilil","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate","Rumah Makan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Cap%20Noni&query_place_id=ChIJG6ZvYq_naC4RA8y1BzZ8cBk","Restoran Sate"
"Sate Madura, Pasar Sederhana","4.6","11","Jl. Jurang No.1","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%2C%20Pasar%20Sederhana&query_place_id=ChIJX5nSTl7maC4RXFzARgOXPNY","Restoran Sate"
"Sate Madura pamoyanan","4.9","21","Jl. Dursasana No.16","Kota Bandung","Jawa Barat","ID",,"+62 817-628-895","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20pamoyanan&query_place_id=ChIJUTStPGrmaC4RnrmiauSWRfA","Restoran Sate"
"Sate Madura PAK AMIR","4.8","10","Jl. Cigadung Raya Barat No.149","Kota Bandung","Jawa Barat","ID",,"+62 878-5320-9404","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20PAK%20AMIR&query_place_id=ChIJ38zQB-bnaC4RBPDH4c2ZuYc","Restoran Indonesia"
"Sate Madura Mas Niram, Melania","4.4","8","Jl. Melania No.5","Kota Bandung","Jawa Barat","ID",,"+62 838-5029-3590","Restoran Sate",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sate%20Madura%20Mas%20Niram%2C%20Melania&query_place_id=ChIJi6O3yx7naC4RkXRnqLLjJbQ","Restoran Sate"
"SATE MADURA MANALAGI","4.9","14","jl. cikutra, terusan Jl. Citra Green Garden No.16, RT.3/RW.5","Kota Bandung","Jawa Barat","ID",,"","Restoran Sate","Pusat jajanan kaki lima",,,,,,,"https://www.google.com/maps/search/?api=1&query=SATE%20MADURA%20MANALAGI&query_place_id=ChIJKRNBFVrnaC4RmZ4I6XAM42U","Restoran Sate"
