"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","url","categoryName"
"Saka Bistro & Bar","4.5","2337","Jl. Karangsari No.2","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/sakabistrobar/","+62 22 2039651","Restoran Masakan Barat","Restoran Fusion Asia","Restoran Indonesia",,,,,,,"https://www.google.com/maps/search/?api=1&query=Saka%20Bistro%20%26%20Bar&query_place_id=ChIJ2aQ9OPPmaC4RmAkFBzxFuf0","Restoran Masakan Barat"
"Waroeng Ethnic","4.5","2302","Jl. Rancabentang No.18","Kota Bandung","Jawa Barat","ID",,"+62 822-1999-0300","Restoran Keluarga","Kedai Sarapan","Kedai Sarapan & Makan Siang","Toko kopi","Restoran Eropa","Restoran Indonesia",,,,"https://www.google.com/maps/search/?api=1&query=Waroeng%20Ethnic&query_place_id=ChIJeYCL3ujmaC4RwFyvkneXbBQ","Restoran Keluarga"
"Qiuki Cake by dessertbox.uni","4.9","41","Jl. Surapati No.16","Kota Bandung","Jawa Barat","ID",,"+62 857-2412-2392","Toko Roti",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Qiuki%20Cake%20by%20dessertbox.uni&query_place_id=ChIJK2RWlYrnaC4RJ-OqAO8AcJY","Toko Roti"
"Tumpeng Bandung","4.9","449","Komplek, City Garden Residence, B-1","Kota Bandung","Jawa Barat","ID","http://www.tumpengbandung.com/","+62 811-2322-779","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tumpeng%20Bandung&query_place_id=ChIJeaW2HDjnaC4R9bIh4u91Gb4","Restoran"
"Warteg 99","5","1","Jl. Sukamaju No.442","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%2099&query_place_id=ChIJITRvCWDmaC4RtB3q-Yd5wUc","Warung tegal"
"Miss Bee Providore","4.7","10052","Jl. Rancabentang No.11A","Kota Bandung","Jawa Barat","ID","http://missbeeprovidore.com/","+62 22 2033613","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Miss%20Bee%20Providore&query_place_id=ChIJIbRneujmaC4RRAGka69dSLM","Restoran"
"Supplier Dimsum CUAN,Makanan Beku,Cemilan Bandung,Baso Aci & Bakso nonamanisfood","5","1","Jl. Jatihandap No.139","Kota Bandung","Jawa Barat","ID",,"+62 819-9844-4078","Kedai Sarapan & Makan Siang","Restoran Bakso",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Supplier%20Dimsum%20CUAN%2CMakanan%20Beku%2CCemilan%20Bandung%2CBaso%20Aci%20%26%20Bakso%20nonamanisfood&query_place_id=ChIJr6FNxN3naC4RYcmbQS6Z9vY","Kedai Sarapan & Makan Siang"
"Sucré Pâtissier and Chocolatier - Setiabudi","5","324","Jl. Dr. Setiabudi No.51","Kota Bandung","Jawa Barat","ID","https://sucrepatissier.co.id/","+62 22 4267277","Toko Kue","Toko Roti","Toko Kue Kering",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sucr%C3%A9%20P%C3%A2tissier%20and%20Chocolatier%20-%20Setiabudi&query_place_id=ChIJYVbT3yznaC4RRbUuKa9Nexs","Toko Kue"
"AFWAN FROZEN FOOD BANDUNG","3","1","4M56+45R, Jl. Pasirlayung Tim. III nomer","Kota Bandung","Jawa Barat","ID",,"+62 821-1744-4035","Kafe",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AFWAN%20FROZEN%20FOOD%20BANDUNG&query_place_id=ChIJHe_Tpt_naC4RKDyB3o6ybFE","Kafe"
"Let's Go Baso Bandung",,,"Komplek, City Garden Residence, Blk. B","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Let's%20Go%20Baso%20Bandung&query_place_id=ChIJJWvJcwDnaC4RgPiK6SxNkY0","Restoran Indonesia"
"Warteg Melania","4","4","Jl. Melania No.4","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Melania&query_place_id=ChIJ043RbbPnaC4RNg8k0c7c9v4","Warung tegal"
"Warteg Ceu Mimin",,,"4J25+98W, Jl. Kb. Kembang","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Ceu%20Mimin&query_place_id=ChIJbYxFB9DnaC4REzA9IqrNlGg","Warung tegal"
"Supplier Dimsum Bandung Ngidam Dimsum","4.9","53","Jl. Cikadut Kp, Cijati Keluarahan No.226, RT.006/RW.003","Kabupaten Bandung","Jawa Barat","ID","https://ngidamdimsum.com/","+62 821-1883-7930","Restoran Dim Sum","Produsen makanan","Produsen Makanan Beku","Toko Makanan Sehat","Toko Makanan Jepang","Restoran Korea",,,,"https://www.google.com/maps/search/?api=1&query=Supplier%20Dimsum%20Bandung%20Ngidam%20Dimsum&query_place_id=ChIJJevOoordaC4RREIqOHu7rO0","Restoran Dim Sum"
"Warteg Panorama","3.3","7","Jl. Haur Pancuh No.87a","Kota Bandung","Jawa Barat","ID",,"+62 857-1255-0656","Kedai Sarapan & Makan Siang","Warung tegal",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Panorama&query_place_id=ChIJaSrHNJfnaC4RBKzuBKkb8uA","Kedai Sarapan & Makan Siang"
"Warteg Monggo Mas Berkah Jaya",,,"Jl. Dipati Ukur No.96","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Monggo%20Mas%20Berkah%20Jaya&query_place_id=ChIJ_yV6CVbmaC4RA6XtqYDFYoU","Warung tegal"
"Prima rasa cake & bakery","4.6","1200","Jl. Purwakarta No.95","Kota Bandung","Jawa Barat","ID",,"+62 22 7200128","Toko Roti","Restoran Martabak",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prima%20rasa%20cake%20%26%20bakery&query_place_id=ChIJYdF2hJ7naC4R1yoB3NtaxWs","Toko Roti"
"Kopi Anjis","4.4","4670","Jl. Bengawan No.34","Kota Bandung","Jawa Barat","ID","http://www.kopianjiss.com/","+62 857-2161-2647","Kedai Kopi","Kafe",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Anjis&query_place_id=ChIJVyLuhsnnaC4R7KyhZSG5dm0","Kedai Kopi"
"Warung Nasi Tegal","3.4","9","Jl. Karawitan No.49","Kota Bandung","Jawa Barat","ID",,"","Warung nasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJC8wZz9HpaC4RkOrKx3LuOOM","Warung nasi"
"ROTI BAKAR CRUNCHY PREMIUM BANDUNG","5","1","Jl. Pasir Impun Atas, Komplek Taman Melati Kelurahan","Kabupaten Bandung","Jawa Barat","ID",,"+62 857-9457-0272","Restoran roti bakar",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ROTI%20BAKAR%20CRUNCHY%20PREMIUM%20BANDUNG&query_place_id=ChIJK9YkKhbdaC4RYSy6OD0LZNM","Restoran roti bakar"
"ISWARA Kitchen City Garden Residence E44 (tidak lewat dari Jl. Jatihandap)",,,,"Kota Bandung","Jawa Barat","ID",,"","Restoran Nasi Goreng","Toko Kue",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ISWARA%20Kitchen%20City%20Garden%20Residence%20E44%20(tidak%20lewat%20dari%20Jl.%20Jatihandap)&query_place_id=ChIJIVtT05fnaC4RWulp6MQyFZU","Restoran Nasi Goreng"
"Warung Nasi Tegal","4.5","12","3HFQ+JQF, Jl. Terusan Pasirkoja","Kota Bandung","Jawa Barat","ID",,"","Warung nasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJYwsqURzmaC4Rnusc-M0k2ns","Warung nasi"
"Ayam Rempah Saji Bandung",,,"Jl. Kosar","Kota Bandung","Jawa Barat","ID","https://shopee.co.id/universal-link/now-food/shop/22093615?deep_and_deferred=1&shareChannel=copy_link","+62 897-7742-323","Restoran Masakan Ayam",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ayam%20Rempah%20Saji%20Bandung&query_place_id=ChIJJWlNNQDdaC4RtimcJcaw464","Restoran Masakan Ayam"
"Warteg Mba Anah","4.6","243","Jl. Padasuka No.106","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Mba%20Anah&query_place_id=ChIJZ6vMDJDnaC4Ri_Dz4hqDZZA","Warung tegal"
"Warung mba tegal","5","6","Jl. Jamaras III Atas","Kota Bandung","Jawa Barat","ID",,"","Toko bahan makanan",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20mba%20tegal&query_place_id=ChIJy1UZtfPnaC4RfXU0u0IBQCA","Toko bahan makanan"
"Soto Bandung Bu Nie",,,"Jl. Pasir Impun No.38","Kota Bandung","Jawa Barat","ID",,"+62 821-1927-0882","Warung nasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soto%20Bandung%20Bu%20Nie&query_place_id=ChIJuYwjRjPdaC4R_dZ2iYYjgQ8","Warung nasi"
"Foresthree Coffee & Kitchen Jatihandap","4.9","105","Jl. Jatihandap Timur No.88, RT.05","Kota Bandung","Jawa Barat","ID",,"+62 851-2291-0066","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Foresthree%20Coffee%20%26%20Kitchen%20Jatihandap&query_place_id=ChIJE1VldADnaC4RyNedBOprRqI","Kedai Kopi"
"Nasi Bakar Padasuka Bandung",,,"Jl. Utama No.36, RT.04/RW.08","Kota Bandung","Jawa Barat","ID",,"+62 859-5983-4874","Restoran Indonesia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nasi%20Bakar%20Padasuka%20Bandung&query_place_id=ChIJ5yjBsEXnaC4RUN0mcxuzrJQ","Restoran Indonesia"
"Beda Cerita Coffee","4.7","1026","Jl. Jatihandap No.138","Kota Bandung","Jawa Barat","ID","http://www.bedaceritacoffee.com/","+62 851-7972-1216","Kedai Kopi","Kafe","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Beda%20Cerita%20Coffee&query_place_id=ChIJ9w4TLIvnaC4Rpo1ND0sCtkk","Kedai Kopi"
"Warung Sunda Bumi Sadayana Sukajadi","4.8","917","4H7W+4JV, Jl. Cipedes Tengah","Kota Bandung","Jawa Barat","ID",,"+62 812-1420-4151","Restoran Sunda","Restoran Indonesia","Restoran",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Bumi%20Sadayana%20Sukajadi&query_place_id=ChIJh9t08AznaC4RLjcBfz6ybOE","Restoran Sunda"
"Warteg Tak Ingin Ku Sendiri",,,"Jl. Kapten Abdul Hamid No.8","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Tak%20Ingin%20Ku%20Sendiri&query_place_id=ChIJoUc_Tr7maC4ROu7OE2FqgDk","Warung tegal"
"Warung Nasi Pawon Sunda","4.5","344","Jl. Prof. drg. Soeria Soemantri No.111","Kota Bandung","Jawa Barat","ID",,"+62 821-2000-7560","Restoran Sunda","Rumah Makan","Warung nasi",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Pawon%20Sunda&query_place_id=ChIJgSoDIITmaC4RtksvQwz2Bew","Restoran Sunda"
"Warung Nasi Tegal Ojo Lali","4.4","30","Jl. Papanggungan No.30","Kota Bandung","Jawa Barat","ID",,"+62 896-4747-8287","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal%20Ojo%20Lali&query_place_id=ChIJU7ni1gzoaC4RAsYYG5xxNdU","Warung tegal"
"Warteg 86 (balungbang)",,,"4J5C+C9R, Jl. Sekeloa Timur","Kota Bandung","Jawa Barat","ID",,"+62 896-0850-8179","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%2086%20(balungbang)&query_place_id=ChIJ89OR20nnaC4RWrsvczbgoPg","Warung tegal"
"Kopi Toko Djawa (Braga)","4.6","4512","Jl. Braga No.81","Kota Bandung","Jawa Barat","ID","http://www.instagram.com/kopitokodjawa","+62 899-6979-748","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Toko%20Djawa%20(Braga)&query_place_id=ChIJfy3R1z3naC4RviKS1hUAqFU","Kedai Kopi"
"Hegar Kopi, Sindanglaya","5","5","4M3P+8JG","Kota Bandung","Jawa Barat","ID",,"+62 822-1601-5910","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hegar%20Kopi%2C%20Sindanglaya&query_place_id=ChIJ-duQF2fdaC4RFWBiC46zrIc","Kedai Kopi"
"Warkop & Warteg Bukit Indah",,,"Jl. Bukit Indah No.5","Kota Bandung","Jawa Barat","ID",,"","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warkop%20%26%20Warteg%20Bukit%20Indah&query_place_id=ChIJ67ITUgDnaC4RY5st6YXKUqc","Warung tegal"
"Kedai Kopi Mulkopay","4.9","9","Jl. Cikadut dalam No.20, RT.02/RW.02","Kota Bandung","Jawa Barat","ID",,"+62 895-1993-5565","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20Kopi%20Mulkopay&query_place_id=ChIJm8wASyrnaC4RmZA4oxC1eBM","Kedai Kopi"
"Warteg Ibu Eka",,,"Jl. Sadang Serang No.7","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Rumah Makan","Restoran Jawa",,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Ibu%20Eka&query_place_id=ChIJQ1nV5KvnaC4Rk6oUu8lmVuU","Warung tegal"
"Warteg Tegal Bahari","4","87","3HMX+FXH, Jl. Kebon Jati","Kota Bandung","Jawa Barat","ID",,"","Warung tegal","Restoran Jawa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Tegal%20Bahari&query_place_id=ChIJdQfCDz3maC4RfbIDrIbhTPg","Warung tegal"
"Chef Warung tegal","3.8","4","3P99+4M9, Jl. Manisi","Kota Bandung","Jawa Barat","ID",,"+62 878-2769-2243","Warung Makanan Kecil",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chef%20Warung%20tegal&query_place_id=ChIJ5X57-CjDaC4RLQll5swYGhA","Warung Makanan Kecil"
"Warung Nasi Tegal","5","3","Jl. Tamblong No.6","Kota Bandung","Jawa Barat","ID",,"+62 819-3118-9362","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJU4RwGS_maC4RdvKqxN2nlJM","Warung nasi"
"Warung Nasi Tegal","4","4","Jl. A. Yani No.846","Kota Bandung","Jawa Barat","ID",,"+62 819-1035-0736","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJr7AFjI3naC4RjmRYI-R-Yvg","Warung nasi"
"Warung wayanti",,,"Jl. Kp. Ranca","Kota Bandung","Jawa Barat","ID",,"+62 831-1624-1970","Warung tegal",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20wayanti&query_place_id=ChIJVbR6NazdaC4RpA92rGgzOUg","Warung tegal"
"Mie Baso Tegal & Aneka Juice","5","4","4M3P+7X6, Jl. Sekebunar","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mie%20Baso%20Tegal%20%26%20Aneka%20Juice&query_place_id=ChIJKTGI0m3daC4Rp2Uw7AXQV44","Restoran"
"Warung Nasi Tegal 24 Jam","4.5","13","Jl. Moch. Ramdan No.7","Kota Bandung","Jawa Barat","ID",,"+62 22 7214156","Warung nasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal%2024%20Jam&query_place_id=ChIJj31VTBPpaC4RhmKleD2jnuM","Warung nasi"
"Warung Nasi Tegal","4.7","3","4J4Q+H8P, Jl. Cikutra","Kota Bandung","Jawa Barat","ID",,"+62 896-6526-7746","Warung nasi","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJ-7pNYqTnaC4RXuHkSVx7_zw","Warung nasi"
"Warung Nasi Tegal","4.5","126","Jl. Gatot Subroto No.344","Kota Bandung","Jawa Barat","ID",,"+62 838-2293-8300","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal&query_place_id=ChIJA3TzygzoaC4RfZFUNTlEaPM","Warung tegal"
"Rumah Makan Sunda Bambu Raos","3.8","761","Jl. Dr. Djunjunan No.168","Kota Bandung","Jawa Barat","ID",,"+62 22 2011142","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Sunda%20Bambu%20Raos&query_place_id=ChIJOSt_qmTmaC4Rf5hRjsjSYqw","Restoran Sunda"
"Warung Kopi Titi","4.9","12","Jl. Cigiringsing No.14","Kota Bandung","Jawa Barat","ID",,"","Kafe","Kedai Kopi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Kopi%20Titi&query_place_id=ChIJbRCUfWvdaC4R9arHABLWwPI","Kafe"
"Kopi Nako Bandung","4.7","2134","Jl. Pahlawan No.76","Kota Bandung","Jawa Barat","ID",,"","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kopi%20Nako%20Bandung&query_place_id=ChIJBy2zo9vnaC4RJ3zJbfEqv4U","Kedai Kopi"
"Warung Kopi Purnama","4.6","8191","Jl. Alkateri No.22","Kota Bandung","Jawa Barat","ID",,"+62 811-2131-930","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Kopi%20Purnama&query_place_id=ChIJE1wx6yTmaC4R0Rr5BuyFfwk","Kedai Kopi"
"Toko Kopi Berkah","5","9","Jl. Girimande","Kota Bandung","Jawa Barat","ID",,"+62 838-2240-5527","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kopi%20Berkah&query_place_id=ChIJpxVDUi3daC4Rz7Ctpg4qeZI","Kedai Kopi"
"Imah kadua Restoran sunda","4","12","Jl. Jurang No.41","Kota Bandung","Jawa Barat","ID",,"","Kedai Sarapan & Makan Siang",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Imah%20kadua%20Restoran%20sunda&query_place_id=ChIJS3DvHKLnaC4Rq5hU8q3H3vY","Kedai Sarapan & Makan Siang"
"Zona Merah (Zomer) Sukajadi","4.2","3118","Jl. Sukajadi No.57","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zona%20Merah%20(Zomer)%20Sukajadi&query_place_id=ChIJz7DNPIvmaC4Rr0YXuy6m3e8","Restoran Sunda"
"Kedai Timbel Dago","4.5","971","Jl. Ir. H. Juanda No.117","Kota Bandung","Jawa Barat","ID","https://sites.google.com/view/ktdago","+62 22 2502004","Restoran Sunda","Kedai Sarapan & Makan Siang","Restoran Keluarga","Restoran Jawa","Warung nasi","Restoran Asia Tenggara",,,,"https://www.google.com/maps/search/?api=1&query=Kedai%20Timbel%20Dago&query_place_id=ChIJtVFNKlHmaC4RN9qny6gKsf8","Restoran Sunda"
"Warung Nasi Tegal Bahari","4.3","7","Jl. Sukarajin I No.9","Kota Bandung","Jawa Barat","ID",,"","Warung nasi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Tegal%20Bahari&query_place_id=ChIJb2jYkafnaC4RCJn4F825R-0","Warung nasi"
"Rumah Makan Bu Tatang","4.8","1689","Jl. Sekeloa Tengah No.7","Kota Bandung","Jawa Barat","ID",,"+62 22 2503872","Restoran Sunda","Kedai Sarapan","Kedai Sup",,,,,,,"https://www.google.com/maps/search/?api=1&query=Rumah%20Makan%20Bu%20Tatang&query_place_id=ChIJ0bUv1lTmaC4R3p9vTi9R8cI","Restoran Sunda"
"Saung Leuhang Dago","4.6","242","Jl. Citra Green","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda","Restoran Indonesia",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Saung%20Leuhang%20Dago&query_place_id=ChIJrUh_EJbnaC4Rh7oJvM-6z-8","Restoran Sunda"
"Warung Nasi Ampera Pasteur","4.5","2369","Jl. Dr. Djunjunan No.119 D","Kota Bandung","Jawa Barat","ID",,"+62 822-6256-9661","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Nasi%20Ampera%20Pasteur&query_place_id=ChIJn4aq5WTmaC4R3m79RLM_0qQ","Restoran Sunda"
"RM PURWAKARTA","4.5","1451","Jl. Merak No.11","Kota Bandung","Jawa Barat","ID",,"+62 22 2506052","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20PURWAKARTA&query_place_id=ChIJAXSNP03maC4RTnt5zOCFwN8","Restoran Sunda"
"Toko Kopi Manglayang","4.9","35","Jl. Palintang No.123, RT.01/RW.07","Kota Bandung","Jawa Barat","ID","https://instabio.cc/TokoKopiManglayang","+62 813-2428-1110","Kedai Kopi",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Toko%20Kopi%20Manglayang&query_place_id=ChIJIcvr_TjdaC4RlhIraPdmJWY","Kedai Kopi"
"WARKOP 24 jam WARUNG DISNY","4.8","311","Jl. Dipati Ukur No.84","Kota Bandung","Jawa Barat","ID",,"+62 896-5300-2455","Kafe","Restoran Masakan Ayam","Restoran Nasi Goreng","Warung nasi","Restoran Nasi Uduk","Restoran Mie","Warung Makanan Kecil","Warung tegal","Restoran roti bakar","https://www.google.com/maps/search/?api=1&query=WARKOP%2024%20jam%20WARUNG%20DISNY&query_place_id=ChIJNxVbalTmaC4RVH7mESH1090","Kafe"
"Warung Tegal","5","1","Jl. Tata Surya No.47","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Tegal&query_place_id=ChIJDdQmg-zpaC4R5I707VlN9tk","Restoran Indonesia"
"Warteg Restu Ibu","4.5","162","Jl. Pasir Impun No.48","Kota Bandung","Jawa Barat","ID",,"+62 821-1551-3566","Warung tegal","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%20Restu%20Ibu&query_place_id=ChIJRRMCnmfdaC4Ra9oPwboNb3k","Warung tegal"
"Warung Sunda Eka Sari","3.5","159","Balubur Town Square, Jl. Tamansari No.33","Kota Bandung","Jawa Barat","ID",,"","Restoran Sunda",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Sunda%20Eka%20Sari&query_place_id=ChIJLxjMQ3nnaC4RR8aERMyzYr0","Restoran Sunda"
"Warnas Prancis","4.7","24","Jl. Gelap Nyawang No.3","Kota Bandung","Jawa Barat","ID",,"+62 813-2264-8365","Restoran Sunda","Warung nasi",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warnas%20Prancis&query_place_id=ChIJ05IvfFDmaC4R_lhKTJ5MXZw","Restoran Sunda"
"Masakan Sunda Manglayang","5","3","Jl. Dr. Setiabudi Unpas Setiabudhi No.193","Kota Bandung","Jawa Barat","ID",,"+62 812-1434-3027","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Masakan%20Sunda%20Manglayang&query_place_id=ChIJGVinCL7maC4Rr3dLDXKvMNE","Restoran Sunda"
"Kampung Kecil Bandung","4.9","10542","Jl. Perintis No.140","Kota Bandung","Jawa Barat","ID",,"+62 811-1200-2928","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kampung%20Kecil%20Bandung&query_place_id=ChIJU3tEGCvnaC4RnHXS2r8gYX0","Restoran"
"RM Saung Bale Kambang","4.1","128","Jl. Bungur No.2","Kota Bandung","Jawa Barat","ID",,"+62 22 2039424","Restoran Sunda","Rumah Makan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=RM%20Saung%20Bale%20Kambang&query_place_id=ChIJZVRVgYzmaC4RpMA7RgAcl0I","Restoran Sunda"
"WARUNG LIWET HAWU PATANI","4.6","586","Jl. Gegerkalong Tengah","Kota Bandung","Jawa Barat","ID",,"+62 859-5070-0007","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=WARUNG%20LIWET%20HAWU%20PATANI&query_place_id=ChIJe3PbQIjnaC4RGPBvGUpCXN0","Restoran"
"Warung Talaga Ciwalk","4.5","1996","Cihampelas Walk Lower Ground Floor, Broadway, Jl. Cihampelas No.160","Kota Bandung","Jawa Barat","ID",,"","Restoran Indonesia","Restoran Sunda",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warung%20Talaga%20Ciwalk&query_place_id=ChIJj7aC3YrmaC4RqA7syqZ7SzA","Restoran Indonesia"
"Warteg 88","4.4","7","Jl. Inhoftank No.74","Kota Bandung","Jawa Barat","ID",,"","Restoran",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Warteg%2088&query_place_id=ChIJrT5OpJboaC4RBpCQnL9gdOM","Restoran"
"Seblak Teh Usi","4.6","13","4JFH+74G, Gg. Pesantren Tengah","Kota Bandung","Jawa Barat","ID",,"+62 815-7344-6908","Warung tegal","Restoran","Restoran seblak",,,,,,,"https://www.google.com/maps/search/?api=1&query=Seblak%20Teh%20Usi&query_place_id=ChIJAe1qkATnaC4RYEZQMSM-gmU","Warung tegal"
"Tabulla Rasa Setiabudi","4.7","3102","Jl. Dr. Setiabudi No.85","Kota Bandung","Jawa Barat","ID","https://www.tabullarasa.com/","+62 812-2222-7650","Restoran Sunda","Restoran ikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tabulla%20Rasa%20Setiabudi&query_place_id=ChIJv6AH25LmaC4R16pEZ3JqwTA","Restoran Sunda"
