"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","url","categoryName"
"Barbershop Azam Kuch Kuch Hota Hai","4.5","26","Jl. Gagak No.150","Kota Bandung","Jawa Barat","ID",,"+62 852-3088-8866","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Barbershop%20Azam%20Kuch%20Kuch%20Hota%20Hai&query_place_id=ChIJAU_O7q3naC4RqpraSjR05NM","Tempat Cukur Rambut"
"Laundry Express Bandung (LEB)","5","468","Jl. Pasundan No.21b","Kota Bandung","Jawa Barat","ID",,"+62 851-8312-2135","Layanan Binatu","Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Express%20Bandung%20(LEB)&query_place_id=ChIJi2d1ZQDnaC4RBAlwk_b8JXs","Layanan Binatu"
"Laquita Beauty Bar","4.8","2416","Jl. Sukajadi No.184","Kota Bandung","Jawa Barat","ID",,"+62 22 2042227","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laquita%20Beauty%20Bar&query_place_id=ChIJHV_EPYvmaC4RKsiM3V-pSdQ","Salon Kecantikan"
"Glasgöw Barbershop","4.2","137","Jl. Hasanudin No.28","Kota Bandung","Jawa Barat","ID",,"+62 877-3816-2894","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Glasg%C3%B6w%20Barbershop&query_place_id=ChIJq8G8LlLmaC4Rm4jyjQ_r4no","Tempat Cukur Rambut"
"Lenny Fora • Bridal Dan Beauty Salon","4.7","102","Jl. DR. Djunjunan Dalam No.11","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/lennyforasalon/","+62 22 6036510","Salon Kecantikan","Salon Rambut","Perias","Penata Rambut",,,,,"https://www.google.com/maps/search/?api=1&query=Lenny%20Fora%20%E2%80%A2%20Bridal%20Dan%20Beauty%20Salon&query_place_id=ChIJwXHm7GTmaC4RTMZiKJR_AVY","Salon Kecantikan"
"JNE Cikapayang","3.8","137","Jl. Cikapayang No.18","Kota Bandung","Jawa Barat","ID",,"","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNE%20Cikapayang&query_place_id=ChIJIz3D6k_maC4R43y-vvWMpjs","Jasa Kurir"
"Gajah Laundry Bandung","4.9","142","Jl. Wayang No.8","Kota Bandung","Jawa Barat","ID","https://gajahlaundrybandung.blogspot.com/","+62 822-2888-3434","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gajah%20Laundry%20Bandung&query_place_id=ChIJDUnSuCrmaC4RYtzzoJv282U","Binatu"
"Shasa Laundry Bandung","4.9","100","Jl. Cipamokolan depan gudang PDAM No.24","Kota Bandung","Jawa Barat","ID","http://shasalaundry.my.id/","+62 851-7100-1883","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shasa%20Laundry%20Bandung&query_place_id=ChIJzwudbLPDaC4Rp0MSDFuu3is","Layanan Binatu"
"DR.Barber","4.7","90","Jl. Batik Pekalongan No.1","Kota Bandung","Jawa Barat","ID",,"+62 812-1409-713","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=DR.Barber&query_place_id=ChIJp5Llz6_naC4R0-83JqmcwYw","Tempat Cukur Rambut"
"Caraka Group","3.4","5","Kec. Cob, Jl. Tamansari No.55, Kel","Kota Bandung","Jawa Barat","ID","http://www.carakagroup.com/","+62 22 2503873","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Caraka%20Group&query_place_id=ChIJmV-ImFrmaC4RzAOIuJNdXWQ","Jasa Kurir"
"Raja Pindah",,,"Balubur Town Square, Jl. Tamansari No.X-39 Lt 2","Kota Bandung","Jawa Barat","ID","http://www.rajapindah.com/","+62 22 61457888","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Raja%20Pindah&query_place_id=ChIJk42-Z0XmaC4Rq0BOxOby2tM","Jasa Kurir"
"Anata Salon Cihapit","4.3","612","Jl. Cihapit No.2","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 811-2135-512","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Cihapit&query_place_id=ChIJDV7YzubnaC4RVQBIvXE2N_I","Salon Rambut"
"Hamima Salon Muslimah Dago","5","627","samping es duren pa aip sakinah, Jl. Tubagus Ismail No.5f","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/hamimasalon?igsh=Ymt6anhpaGljNGhr","+62 895-3039-7795","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hamima%20Salon%20Muslimah%20Dago&query_place_id=ChIJjWfpAMznaC4RDBpdYimtuWo","Salon Kecantikan"
"Gaya Lelaki Barbershop","5","1","Gg. 3 No.1","Kota Bandung","Jawa Barat","ID",,"+62 895-4049-68525","Toko",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gaya%20Lelaki%20Barbershop&query_place_id=ChIJQQSgwWjnaC4RlWkJj30M8R0","Toko"
"Anata Salon Soekarno Hatta","4.5","344","Jl. Soekarno-Hatta No.337B","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 815-6099-009","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Soekarno%20Hatta&query_place_id=ChIJfQPHdszpaC4R6Axcqa2nd-E","Salon Rambut"
"Hettie Salon (hair and beauty salon)","4.5","112","Jl. Citrayuda No.3","Kota Bandung","Jawa Barat","ID",,"+62 22 6016647","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hettie%20Salon%20(hair%20and%20beauty%20salon)&query_place_id=ChIJBWBnbmrmaC4RLAqTioq9KPY","Salon Kecantikan"
"Salon Mellysa","4.9","162","Gg. Pa. Oyon No.61/87","Kota Bandung","Jawa Barat","ID",,"+62 821-1662-1172","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Salon%20Mellysa&query_place_id=ChIJM95_MNHnaC4RDTxGMyqijJQ","Salon Kecantikan"
"Golden barbershop Cihampelas","4.8","287",,"Kota Bandung","Jawa Barat","ID",,"+62 856-7321-018","Tempat Cukur Rambut","Salon Rambut",,,,,,,"https://www.google.com/maps/search/?api=1&query=Golden%20barbershop%20Cihampelas&query_place_id=ChIJUfOmyKPnaC4R5OKQRyRXPPo","Tempat Cukur Rambut"
"aQualis Laundry & Green Dry Clean - Sunda","4.9","252","Jl. Sunda No.76B","Kota Bandung","Jawa Barat","ID","https://www.aqualisfabricare.com/","+62 822-6007-6548","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=aQualis%20Laundry%20%26%20Green%20Dry%20Clean%20-%20Sunda&query_place_id=ChIJNeFuYDLmaC4RvW9GXOXyQ_Q","Binatu"
"Sorcha Laundry Cibadak (Laundry Antar Jemput Bandung)","5","722","Gg. Ibu Aisah No.9a","Kota Bandung","Jawa Barat","ID","http://sorchalaundry.com/","+62 811-1111-2731","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Cibadak%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJ_XkOzCDnaC4REI4WilwNTrI","Binatu"
"JNE Tubagus Ismail","4.4","394","Jl. Tubagus Ismail No.72","Kota Bandung","Jawa Barat","ID",,"+62 22 2500487","Jasa Kurir",,,,,,,,"https://www.google.com/maps/search/?api=1&query=JNE%20Tubagus%20Ismail&query_place_id=ChIJ2X8N-1PmaC4RVGvDZJpIpvg","Jasa Kurir"
"Rosye Beauty Bar","4.8","383","Jl. Palasari No.45","Kota Bandung","Jawa Barat","ID",,"+62 858-0111-1956","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rosye%20Beauty%20Bar&query_place_id=ChIJwf-mbGPpaC4Rh4C6SKOUuOQ","Salon Kecantikan"
"Sorcha Laundry Kosambi (Laundry Antar Jemput Bandung)","4.9","783","Jl. Samoja No.8","Kota Bandung","Jawa Barat","ID","https://www.sorchakosambi.com/","+62 811-1111-2731","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Kosambi%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJ5aFT3SnnaC4R0TlKawzcNQ4","Binatu"
"Laundry Bandung utara (Bagus Laundry) Gratis Antar- Jemput","5","3","Jl. Gn. Kencana 2 No.229","Kota Bandung","Jawa Barat","ID",,"+62 815-1367-5193","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Bandung%20utara%20(Bagus%20Laundry)%20Gratis%20Antar-%20Jemput&query_place_id=ChIJddN1eFnnaC4RHddlNAv8yBA","Binatu"
"Laundry Club Tubagus Ismail","5","313","Jl. Tubagus Ismail No.2","Kota Bandung","Jawa Barat","ID",,"+62 851-7967-5284","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Club%20Tubagus%20Ismail&query_place_id=ChIJnz0EEQDnaC4RnHN8FAHBWnE","Binatu"
"Chingu Laundry Express Kosambi","5","24","Jl. Baranang Siang No.61","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-kosambi/","+62 811-2008-1012","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Kosambi&query_place_id=ChIJNWDvnbrnaC4Rqxr_bkJXqB4","Layanan Binatu"
"Cloud Laundry Dipatiukur - Laundry Terdekat Antar Jemput - Buka Lebaran Idul Fitri","4.7","127","Jl. Dipati Ukur No.68B","Kota Bandung","Jawa Barat","ID","https://cloudlaundry.id/laundry-terdekat-dipatiukur","+62 851-7327-4826","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cloud%20Laundry%20Dipatiukur%20-%20Laundry%20Terdekat%20Antar%20Jemput%20-%20Buka%20Lebaran%20Idul%20Fitri&query_place_id=ChIJ8YtzQwDnaC4RMpzYiCN8xlA","Layanan Binatu"
"Ruang Pangkas","4.9","555","Jl. Surapati No.9","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/di_ruangpangkas/","+62 813-2023-4545","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ruang%20Pangkas&query_place_id=ChIJkdDuqljnaC4RxIMq9olvgKY","Tempat Cukur Rambut"
"Ini Laundry Express","5","43","Gg. Sukajadi 3","Kota Bandung","Jawa Barat","ID",,"+62 821-3064-0266","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ini%20Laundry%20Express&query_place_id=ChIJE4kTU5znaC4RodAz3vAS-DU","Binatu"
"TM Projek Sablon & Konveksi","4.5","6","Jl. Sirnagalih Jl. Jatihandap No.24, RT.001/RW.016","Kota Bandung","Jawa Barat","ID",,"+62 878-2269-7033","Toko Pakaian","Toko Sablon","Industri Percetakan",,,,,,"https://www.google.com/maps/search/?api=1&query=TM%20Projek%20Sablon%20%26%20Konveksi&query_place_id=ChIJ_dER3I_naC4RR5Bos2fqvbs","Toko Pakaian"
"Varsha Salon","4.9","203","Jl. Pasir Kaliki No.72","Kota Bandung","Jawa Barat","ID",,"+62 22 20511427","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Varsha%20Salon&query_place_id=ChIJh86p9aDnaC4RN-QDMtNMBBY","Salon Rambut"
"Anata Salon Banteng 32 (Women Only)","4.3","352","Jl. Banteng No.32 Lt 1 & 2","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 22 87354174","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Banteng%2032%20(Women%20Only)&query_place_id=ChIJW7P94QvpaC4RyT57ec0xC18","Salon Rambut"
"GES Cargo Freight Forwarding","5","1","Jl. Surapati No.55","Kota Bandung","Jawa Barat","ID",,"+62 22 20465563","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=GES%20Cargo%20Freight%20Forwarding&query_place_id=ChIJO0wXy__naC4Ry0_OCgquduU","Jasa Pengiriman Kargo"
"LaundryKlin Setiabudi • Laundry Antar Jemput Bandung","4.9","591","Jl. Dr. Setiabudi No.280","Kota Bandung","Jawa Barat","ID","https://greesa-laundry.com/laundryklin-setiabudi/","+62 811-8013-7790","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LaundryKlin%20Setiabudi%20%E2%80%A2%20Laundry%20Antar%20Jemput%20Bandung&query_place_id=ChIJLSQQSmznaC4RuAykVjqjYt8","Layanan Binatu"
"First Logistics","2.2","45","Jl. Sukahaji No.93","Kota Bandung","Jawa Barat","ID","http://www.firstlogistics.co.id/","","Jasa Pengiriman Kargo",,,,,,,,"https://www.google.com/maps/search/?api=1&query=First%20Logistics&query_place_id=ChIJK3bLGZrmaC4R06hCeJwpvvg","Jasa Pengiriman Kargo"
"Laundry 24 Jam Bandung (Cham Coin Laundry)","4.5","72","Jl. Jamika No.156","Kota Bandung","Jawa Barat","ID",,"+62 851-8192-5726","Binatu Cucian Kering","Jasa Pembersih Karpet","Layanan Binatu",,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%2024%20Jam%20Bandung%20(Cham%20Coin%20Laundry)&query_place_id=ChIJD9iEs7nnaC4RksJ29eMMYv8","Binatu Cucian Kering"
"Laundry Hari Ini - Balaikota","5","332",,"Kota Bandung","Jawa Barat","ID",,"+62 811-1116-9689","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Hari%20Ini%20-%20Balaikota&query_place_id=ChIJM4J9kvjnaC4R5LQvvl5nRRg","Layanan Binatu"
"Briwash Laundry Express - Riung Bandung","5","566","Jl. Riung Hegar Raya No.10","Kota Bandung","Jawa Barat","ID","https://briwash.id/riung-bandung/","+62 811-2008-1011","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Riung%20Bandung&query_place_id=ChIJ_1OjHkPDaC4R9Dxye-Ohnnw","Layanan Binatu"
"Quins Laundry","4.8","91","Jl. Sadang Saip No.21","Kota Bandung","Jawa Barat","ID",,"+62 812-2201-0021","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quins%20Laundry&query_place_id=ChIJH9dI1WfnaC4R7G9NMiEuzB4","Layanan Binatu"
"Sorcha Laundry Pajajaran (Laundry Antar Jemput Bandung)","4.9","990","Jl. Bima No.11","Kota Bandung","Jawa Barat","ID","http://sorchalaundry.com/","+62 811-1111-2731","Binatu","Layanan Binatu",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sorcha%20Laundry%20Pajajaran%20(Laundry%20Antar%20Jemput%20Bandung)&query_place_id=ChIJrQA_9vvnaC4RvLQVfucpCvQ","Binatu"
"Fast Coin Laundry Express 24Jam (Cuci Cepat & Hemat Self Service)","5","128","Jl. Situ Gunting Timur No.145","Kota Bandung","Jawa Barat","ID",,"+62 851-2125-0250","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fast%20Coin%20Laundry%20Express%2024Jam%20(Cuci%20Cepat%20%26%20Hemat%20Self%20Service)&query_place_id=ChIJ8TSsJtLpaC4R9q7lMi8nhSo","Layanan Binatu"
"Maddie's Salon","4.5","166","Jl. Cemara No.68","Kota Bandung","Jawa Barat","ID",,"+62 22 2043690","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maddie's%20Salon&query_place_id=ChIJhatkSIvmaC4RzG1mK3cMEeM","Salon Kecantikan"
"Klin.Hause Laundry Self Service","5","40","Jl. Cikutra Barat No.115","Kota Bandung","Jawa Barat","ID",,"+62 812-2004-2110","Binatu Cucian Kering",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klin.Hause%20Laundry%20Self%20Service&query_place_id=ChIJn1SDJCbnaC4RMf1zkt0K4WE","Binatu Cucian Kering"
"Erajaya Grafindo Bandung","4.3","56","Perumahan Bumi Mas Kencana, Jl. Bumi Mas Kencana No.15","Kota Bandung","Jawa Barat","ID","https://wa.me/c/628192227555","+62 819-2227-555","Percetakan Komersial","Penerbit",,,,,,,"https://www.google.com/maps/search/?api=1&query=Erajaya%20Grafindo%20Bandung&query_place_id=ChIJ7wrpPBnnaC4RBhWMVQWnDeY","Percetakan Komersial"
"Kasep Barbershop","4.6","105","Jl. Gatot Subroto No.386","Kota Bandung","Jawa Barat","ID",,"","Tempat Cukur Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kasep%20Barbershop&query_place_id=ChIJN0S-yAzoaC4Rrk2N4Ye24Po","Tempat Cukur Rambut"
"Marsha Salon","4.3","83","Jl. Cikutra Barat No.91","Kota Bandung","Jawa Barat","ID",,"+62 822-1483-0878","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Marsha%20Salon&query_place_id=ChIJJUjpz67naC4Rx5Ch0omm8ac","Salon Kecantikan"
"Laundry77 (Laundry Antar Jemput)","4.8","92","Jl. Gagak No.53","Kota Bandung","Jawa Barat","ID","https://lynk.id/laundry77","+62 851-7323-7322","Layanan Binatu","Binatu Cucian Kering",,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry77%20(Laundry%20Antar%20Jemput)&query_place_id=ChIJV9XZsiLnaC4RCXPcGjuK5yQ","Layanan Binatu"
"Anata Salon Setrasari","4.4","463","Jl. Setrasari Kulon No.2","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 811-2135-545","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Setrasari&query_place_id=ChIJU0kbk2DnaC4RVxAG0_P9hiU","Salon Rambut"
"Vivi Salon","4.5","81","Jl. Terusan Cikutra Baru No.33","Kota Bandung","Jawa Barat","ID","http://viviweddingmakeup.blogspot.com/","+62 811-216-692","Salon Kecantikan","Perias","Penata Rambut",,,,,,"https://www.google.com/maps/search/?api=1&query=Vivi%20Salon&query_place_id=ChIJM-6WRDXmaC4RtniPwFsWZ2s","Salon Kecantikan"
"Chingu Laundry Express Lengkong","4.9","129","Jl. Sadakeling No.59A","Kota Bandung","Jawa Barat","ID","https://chingu-laundry.com/outlet-post/chingu-laundry-lengkong/","+62 811-2008-1012","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Express%20Lengkong&query_place_id=ChIJFwiqJ17paC4RXfcxEHed8QI","Layanan Binatu"
"Chingu Laundry Cigadung","4.8","306","Jl. Cigadung Raya Tengah No.90","Kota Bandung","Jawa Barat","ID","http://chingu-laundry.com/","+62 811-2008-1012","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chingu%20Laundry%20Cigadung&query_place_id=ChIJC-C15jXnaC4R6V6_1FxLb8U","Binatu"
"Artha Salon Bandung","5","5","Jl. Cikutra Barat No.54","Kota Bandung","Jawa Barat","ID",,"+62 813-1359-9162","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Artha%20Salon%20Bandung&query_place_id=ChIJ9RJvcB7naC4RuOPr3dlpVL4","Salon Kecantikan"
"Hana Salon","4.6","79","Jl. Sukawangi No.5","Kota Bandung","Jawa Barat","ID",,"+62 22 82004818","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hana%20Salon&query_place_id=ChIJtQCc9CvmaC4RD0tHXJ0-XnQ","Salon Kecantikan"
"San's Salon","4.7","62","Jalan Sukajadi Ruko 18 i, Sukajadi","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/sans_salon.official?igsh=MW82Mm45bTZsYWo2ag%3D%3D&utm_source=qr","+62 819-1009-1999","Salon Kecantikan","Salon alis","Salon Rambut",,,,,,"https://www.google.com/maps/search/?api=1&query=San's%20Salon&query_place_id=ChIJ2aKOaIvmaC4R6NWhunv7UTs","Salon Kecantikan"
"LAUNDRY KILOAN EXPRESS - YOU CAN LAUNDRY","4.8","131","Jl. Babakan Ciamis No.34","Kota Bandung","Jawa Barat","ID","http://youcanlaundry.com/","+62 882-0001-98598","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=LAUNDRY%20KILOAN%20EXPRESS%20-%20YOU%20CAN%20LAUNDRY&query_place_id=ChIJCyHHlznmaC4Rd2qb-wO3y44","Binatu"
"Briwash Laundry Express - Asia Afrika","4.9","505","Jl. Sunda No.5d","Kota Bandung","Jawa Barat","ID","https://briwash.id/asia-afrika/","+62 811-2008-1011","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Briwash%20Laundry%20Express%20-%20Asia%20Afrika&query_place_id=ChIJ0_7fTwDnaC4R8R3xMbme72w","Binatu"
"Percetakan Brosur Murah | Aep SAR","4.4","7","Jl. Gending Jati III No.E21","Kota Bandung","Jawa Barat","ID","http://percetakanbrosurmurah.com/","+62 813-2077-2988","Percetakan Komersial","Toko Percetakan",,,,,,,"https://www.google.com/maps/search/?api=1&query=Percetakan%20Brosur%20Murah%20%7C%20Aep%20SAR&query_place_id=ChIJlS1ImCHdaC4R9h8w-esYGAY","Percetakan Komersial"
"Dokter Clean Laundry | Laundry Antar Jemput | Laundry Express Bandung","4.7","58","Jl. Turangga No.19","Kota Bandung","Jawa Barat","ID","https://www.instagram.com/doktercleanbandung/","+62 813-1343-4367","Layanan Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dokter%20Clean%20Laundry%20%7C%20Laundry%20Antar%20Jemput%20%7C%20Laundry%20Express%20Bandung&query_place_id=ChIJwae-CfznaC4RElb-3BCsECg","Layanan Binatu"
"Humaira Salon","4.6","99","Jl. Terusan Sutami No.1a","Kota Bandung","Jawa Barat","ID",,"+62 852-9413-5818","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Humaira%20Salon&query_place_id=ChIJk1hb5tnnaC4RE0fnIiL4yPE","Salon Kecantikan"
"Fresh Laundry - buahbatu (gratis antar jemput)","4.6","61","Jl. Wartawan IV No.17","Kota Bandung","Jawa Barat","ID",,"+62 858-6287-5467","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fresh%20Laundry%20-%20buahbatu%20(gratis%20antar%20jemput)&query_place_id=ChIJKcVWjWPpaC4R2VvKFeRD3Jg","Binatu"
"Lavanya Salon Cikutra","4.5","110","Jl. Cikutra No.227 RT01, RW.02","Kota Bandung","Jawa Barat","ID",,"+62 821-3013-2023","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lavanya%20Salon%20Cikutra&query_place_id=ChIJf6LDK5LCoW4Rry5TuyxbYYk","Salon Kecantikan"
"Yockie Salon","4.7","112","Jl. Terusan Cigadung No.128 A","Kota Bandung","Jawa Barat","ID",,"+62 22 2513454","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yockie%20Salon&query_place_id=ChIJy5vqFADnaC4Rt5OKqSKtvMk","Salon Kecantikan"
"Lazeta Salon","4.5","225","Jalan Margacinta No. 91, Margasari, Buahbatu, Jl. Hj. Ratnamah No.3","Kota Bandung","Jawa Barat","ID",,"+62 22 7502545","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lazeta%20Salon&query_place_id=ChIJdyBgVTjoaC4RFiqMGO1qI0E","Salon Kecantikan"
"aQualis Laundry & Green Dry Clean - Gegerkalong","5","75","Jl. Gegerkalong Hilir No.77","Kota Bandung","Jawa Barat","ID",,"+62 813-2140-5542","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=aQualis%20Laundry%20%26%20Green%20Dry%20Clean%20-%20Gegerkalong&query_place_id=ChIJR26El5fmaC4RPtp39aJB0oo","Binatu"
"Sunan Salon","4.5","145","Jl. Cisitu Lama No.10","Kota Bandung","Jawa Barat","ID",,"+62 22 2503615","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sunan%20Salon&query_place_id=ChIJP8fsj_nmaC4RJsDsSNdIFXg","Salon Kecantikan"
"Cucika Coin Laundry (Express)","4.8","22","Jl. Cemara No.25","Kota Bandung","Jawa Barat","ID","http://instagram.com/cucikacoinlaundry","+62 831-3810-8559","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cucika%20Coin%20Laundry%20(Express)&query_place_id=ChIJL16W4g_naC4RF92E-TU3GeA","Binatu"
"Laundry Bersih Bandung","4.4","95","Jl. Pendawa No.25a, RW.68","Kota Bandung","Jawa Barat","ID",,"+62 812-2383-6690","Layanan Binatu","Binatu Cucian Kering",,,,,,,"https://www.google.com/maps/search/?api=1&query=Laundry%20Bersih%20Bandung&query_place_id=ChIJaQX6wxTmaC4RVuBMBt0DQi0","Layanan Binatu"
"Soji Laundry Service","4.9","72","Jl. Eceng No.1","Kota Bandung","Jawa Barat","ID","https://sites.google.com/view/sojilaundry","+62 882-2202-2662","Binatu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Soji%20Laundry%20Service&query_place_id=ChIJ2ygGHgfpaC4RDZ08iKDfzlc","Binatu"
"Anita Salon Sadakeling Bandung","4.7","75","Jl. H. Nawawi No.14A","Kota Bandung","Jawa Barat","ID",,"+62 877-5050-7007","Salon Kecantikan",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anita%20Salon%20Sadakeling%20Bandung&query_place_id=ChIJgx4p24HoaC4RKfvOq5Myzhw","Salon Kecantikan"
"Anata Salon Margacinta","4.7","321","Jl. Tembaga No.2","Kota Bandung","Jawa Barat","ID","https://www.salonanata.com/","+62 22 87533965","Salon Rambut",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Anata%20Salon%20Margacinta&query_place_id=ChIJyWlHGDzpaC4R_NtowPIht10","Salon Rambut"
